START DATE,team,game,wins_to_date,se,upper_ci_90,lower_ci_90,upper_ci_95,lower_ci_95,upper_ci_99,lower_ci_99
2026-09-20,MIL,156,77.7639,0.06782851815345663,77.87546798409547,77.65233201590455,77.8968414527055,77.63095854729451,77.93861468467598,77.58918531532403
2026-09-20,MIN,156,75.6938,0.06835148626243394,75.80622819008629,75.5813718099137,75.82776645136416,75.55983354863584,75.86986176125589,75.5177382387441
2026-09-20,NYM,156,85.9856,0.0680863159476334,86.09759202373223,85.87360797626778,86.11904672709738,85.85215327290263,86.1609787277886,85.81022127221141
2026-09-20,NYY,156,85.0448,0.068068357649246,85.15676248495998,84.93283751504,85.17821152947931,84.91138847052068,85.22013247027736,84.86946752972263
2026-09-20,PHI,156,86.0065,0.06795114977274308,86.11826969515923,85.89473030484078,86.13968180626267,85.87331819373733,86.18153056279448,85.83146943720553
2026-09-20,PIT,156,76.49235,0.06896828912710708,76.60579274051535,76.37890725948465,76.62752536276447,76.35717463723553,76.67000054014923,76.31469945985077
2026-09-20,SDP,156,79.8285,0.06840886913382517,79.94102257651042,79.71597742348959,79.96257891972542,79.6944210802746,80.00470956973756,79.65229043026245
2026-09-20,SEA,156,84.76310969405061,0.07842435320162779,84.89210627585564,84.63411311224559,84.91681860183665,84.60940078626457,84.96511744113923,84.561101946962
2026-09-20,SEA,158,87.94637763833428,0.12868997807728427,88.15805381552701,87.73470146114155,88.19860536053702,87.69414991613155,88.27786105493882,87.61489422172974
2026-09-20,SFG,156,78.0482,0.06875416492664102,78.1612905375476,77.93510946245239,78.18295568704333,77.91344431295666,78.22529899275906,77.87110100724092
2026-09-20,STL,156,70.8331,0.06827598626175235,70.94540400363634,70.72079599636366,70.966918474082,70.69928152591801,71.00896728614173,70.65723271385828
2026-09-20,TBR,156,76.52045,0.06946395001648396,76.63470803012699,76.406191969873,76.6565968402562,76.3843031597438,76.69937727799271,76.34152272200728
2026-09-20,TEX,156,78.5157,0.06856520790376665,78.6284797309032,78.4029202690968,78.65008533808388,78.38131466191611,78.69231227172244,78.33908772827755
2026-09-20,TOR,156,85.55625,0.06816435370360958,85.6683703844182,85.44412961558182,85.68984967828852,85.42265032171149,85.73182973972723,85.38067026027278
2026-09-20,WSN,156,64.16745,0.06657996822981727,64.27696430222512,64.05793569777488,64.29794433982227,64.03695566017774,64.33894863319573,63.995951366804285
2026-09-21,BAL,157,83.5605,0.06905798605354685,83.67409027883015,83.44690972116986,83.69585116550982,83.42514883449019,83.7383815841208,83.38261841587921
2026-09-21,DET,157,84.42365,0.06946128257787834,84.53790364258091,84.30939635741908,84.5597916121726,84.28750838782739,84.60257040712618,84.24472959287381
2026-09-21,MIN,157,76.1802,0.06870394755485656,76.29320793732148,76.06719206267852,76.31485726280324,76.04554273719675,76.35716964138129,76.00323035861871
2026-09-21,SFG,157,78.5618,0.06912176161598053,78.67549518029533,78.44810481970468,78.6972761633153,78.42632383668472,78.73984585908337,78.38375414091664
2026-09-21,TOR,157,86.0802,0.06851939975953633,86.19290438321102,85.967495616789,86.214495555771,85.94590444422901,86.2566942777622,85.90370572223782
2026-09-21,WSN,157,64.5511,0.06691930475705388,64.66117246114271,64.4410275388573,64.6822594271943,64.41994057280571,64.72347270616635,64.37872729383366
2026-09-22,ARI,157,77.17445,0.06855141008517765,77.28720703551123,77.06169296448876,77.30880829485638,77.04009170514361,77.35102673089699,76.997873269103
2026-09-22,ATH,157,76.27385,0.06859433699678429,76.38667764399749,76.1610223560025,76.4082924300571,76.13940756994289,76.45053730329383,76.09716269670616
