Name,Team,ShortName,W,L,ERA,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,playerid,.,date
"<a href=""statss.aspx?playerid=25595&position=P"">Xzavion Curry</a>",CLE,Guardians,2,3,4.35014,5,28,0,1,,54.0,227,50,28,26,8,48,17,1,2,1.24748,8.05892,2.81955,2.85823,1.3867,0.211043,0.0738371,0.1372062712907791,,0.240357,0.274961,0.701669,4.39312,0.371567,0.221705,1.0,750.2100219726562,5,AL,Xzavion Curry,25595,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15288&position=P"">Adam Cimber</a>",TOR,Blue Jays,2,2,4.02922,0,57,0,12,,55.0,231,54,27,24,6,43,14,1,4,1.23705,7.16447,2.23281,3.20872,0.979826,0.188471,0.0587372,0.1297341994941234,,0.252926,0.29286,0.693003,3.87663,0.371538,0.0977315,0.0,738.3499755859375,14,AL,Adam Cimber,15288,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19677&position=P"">Gregory Soto</a>",PHI,Phillies,2,2,3.84981,0,62,5,12,,62.0,270,55,29,27,5,64,31,1,4,1.38382,9.22313,4.4821,2.05777,0.713722,0.235257,0.114326,0.1209305003285408,,0.233168,0.299269,0.723051,3.76492,0.370081,0.261076,0.0,497.489990234375,26,NL,Gregory Soto,19677,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=sa917930&position=P"">Forrest Whitley</a>",HOU,Astros,2,2,4.07572,3,17,0,0,,32.0,138,28,16,14,4,35,14,0,2,1.32502,9.81065,4.02541,2.43718,1.03247,0.252983,0.103801,0.1491813361644745,,0.23064,0.293369,0.717858,3.93312,0.366575,0.191959,1.0,999.0,21,AL,Forrest Whitley,sa917930,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=7982&position=P"">Anthony Bass</a>",TOR,Blue Jays,2,2,3.9887,0,60,1,15,,58.0,246,54,28,26,8,59,18,1,2,1.23612,9.1313,2.77181,3.29434,1.1951,0.240594,0.0730325,0.1675615385174751,,0.240005,0.292431,0.718968,3.859,0.364346,0.15267,0.0,728.8099975585938,14,AL,Anthony Bass,7982,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=14332&position=P"">Joel Payamps</a>",MIL,Brewers,2,1,4.33067,0,43,0,1,,48.0,206,48,25,23,6,41,14,1,2,1.28428,7.64315,2.53098,3.01984,1.08185,0.198993,0.0658951,0.1330974921584129,,0.254674,0.297342,0.683428,3.96396,0.363241,-0.0649176,0.0,999.0,23,NL,Joel Payamps,14332,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15256&position=P"">Cole Sulser</a>",ARI,Diamondbacks,2,2,4.37935,0,48,0,11,,48.0,206,46,25,23,5,50,19,1,2,1.35537,9.42068,3.54965,2.65397,1.01123,0.240976,0.0907981,0.1501776203513145,,0.246411,0.309626,0.692662,3.8114,0.361547,-0.0649823,0.0,750.8699951171875,15,NL,Cole Sulser,15256,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=sa3007248&position=P"">Shawn Dubin</a>",HOU,Astros,2,1,3.78836,3,13,0,0,,25.0,104,21,11,10,3,26,10,0,1,1.26076,9.57045,3.53069,2.71065,0.968424,0.250753,0.0925068,0.1582464501261711,,0.228736,0.289763,0.726118,3.71644,0.36113,0.328791,1.0,999.0,21,AL,Shawn Dubin,sa3007248,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15068&position=P"">Yency Almonte</a>",LAD,Dodgers,3,1,3.95071,0,55,1,12,,57.0,239,48,27,25,7,60,21,1,4,1.2325,9.49489,3.39742,2.79473,1.10461,0.24955,0.089293,0.1602568626403808,,0.225722,0.280547,0.714345,3.91708,0.359704,0.20439,0.0,739.0599975585938,22,NL,Yency Almonte,15068,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=8048&position=P"">Will Smith</a>",TEX,Rangers,2,2,4.04933,0,59,2,12,,57.0,239,50,28,26,8,61,19,1,2,1.21905,9.69276,3.05501,3.17274,1.28488,0.25573,0.0806025,0.1751280277967453,,0.22929,0.281615,0.717675,3.93988,0.358991,0.0993787,0.0,519.72998046875,13,AL,Will Smith,8048,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19926&position=P"">Tony Santillan</a>",CIN,Reds,2,2,4.28997,1,42,0,4,,46.0,201,43,24,22,6,49,19,1,3,1.33652,9.50905,3.69014,2.57688,1.1166,0.243798,0.0946097,0.1491880565881729,,0.239581,0.298687,0.705341,4.01191,0.357494,-0.0165702,0.0,999.0,18,NL,Tony Santillan,19926,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=10131&position=P"">Stephen Strasburg</a>",WSN,Nationals,2,3,4.39725,6,6,0,0,,33.0,141,32,17,16,5,29,11,0,2,1.29378,7.86829,3.06788,2.56473,1.24047,0.204531,0.0797476,0.1247837841510772,,0.245562,0.284154,0.696595,4.33741,0.356086,0.306131,2.0,745.260009765625,24,NL,Stephen Strasburg,10131,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=12095&position=P"">Yimi Garcia</a>",TOR,Blue Jays,3,2,3.90931,0,62,0,15,,61.0,251,54,29,26,10,59,14,1,3,1.11969,8.65176,2.11203,4.09641,1.41049,0.233035,0.0568876,0.1761472672224044,,0.230382,0.267412,0.721131,4.0781,0.354291,0.207664,0.0,733.8099975585938,14,AL,Yimi Garcia,12095,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=10657&position=P"">Andrew Bellatti</a>",PHI,Phillies,2,2,4.39895,0,58,0,11,,56.0,244,50,30,28,9,72,23,1,3,1.30535,11.446,3.69463,3.09801,1.40331,0.294026,0.0949081,0.1991179510951042,,0.23167,0.303474,0.711004,3.98443,0.352029,-0.162735,0.0,749.1799926757812,26,NL,Andrew Bellatti,10657,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=1157&position=P"">Tommy Hunter</a>",NYM,Mets,2,1,4.02089,0,40,0,7,,44.0,184,42,21,20,5,40,11,1,2,1.21406,8.14181,2.34858,3.4667,1.04983,0.215763,0.0622389,0.1535244546830654,,0.245302,0.292044,0.693844,3.74151,0.346867,0.141176,0.0,999.0,25,NL,Tommy Hunter,1157,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19866&position=P"">Brandon Bielak</a>",HOU,Astros,2,1,4.07347,2,26,0,1,,38.0,162,35,19,17,4,35,15,1,2,1.31275,8.3851,3.45637,2.42599,0.933199,0.217327,0.0895828,0.1277438178658485,,0.241085,0.292888,0.705472,3.90143,0.345072,0.143128,1.0,999.0,21,AL,Brandon Bielak,19866,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=26213&position=P"">Caleb Kilian</a>",CHC,Cubs,1,1,3.85101,2,17,0,1,,25.0,106,23,12,11,2,24,9,0,1,1.28852,8.5517,3.26788,2.61689,0.764065,0.223902,0.0855602,0.1383419185876846,,0.241498,0.300519,0.705391,3.55102,0.344665,0.17305,1.0,737.8800048828125,17,NL,Caleb Kilian,26213,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=11384&position=P"">Tommy Kahnle</a>",NYY,Yankees,2,1,3.79901,0,46,0,4,,44.0,186,39,20,19,6,49,14,1,2,1.20284,9.85728,2.925,3.37001,1.12605,0.261135,0.0774877,0.1836467906832695,,0.229589,0.289157,0.724778,3.66043,0.344094,0.246445,0.0,721.1799926757812,9,AL,Tommy Kahnle,11384,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=14677&position=P"">Duane Underwood Jr.</a>",PIT,Pirates,2,2,4.45557,0,56,1,12,,62.0,272,64,33,31,6,57,23,1,4,1.40213,8.18924,3.35603,2.44016,0.917085,0.208003,0.0852417,0.1227614879608154,,0.26091,0.316176,0.68641,3.90647,0.343132,-0.157672,0.0,747.27001953125,27,NL,Duane Underwood Jr.,14677,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=21448&position=P"">Davis Martin</a>",CHW,White Sox,3,5,5.1382,10,28,0,1,,75.0,327,80,46,43,12,64,25,1,4,1.4005,7.69807,2.96089,2.59991,1.50001,0.195021,0.0750106,0.120010495185852,,0.267502,0.303271,0.672137,4.70926,0.342326,-0.251995,3.0,743.8300170898438,4,AL,Davis Martin,21448,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=21093&position=P"">Nick Vespi</a>",BAL,Orioles,1,1,3.63973,0,33,0,1,,35.0,146,31,15,14,3,36,12,1,1,1.25081,9.34875,3.14639,2.97126,0.868518,0.245837,0.0827383,0.1630987301468849,,0.235025,0.29812,0.727786,3.46191,0.338273,0.292179,0.0,999.0,2,AL,Nick Vespi,21093,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15042&position=P"">Tim Mayza</a>",TOR,Blue Jays,2,1,3.91084,0,51,0,10,,47.0,198,45,22,20,5,44,15,1,2,1.27251,8.52486,2.87056,2.96975,0.962003,0.223484,0.0752534,0.1482306718826294,,0.245996,0.300001,0.713937,3.69367,0.334255,0.196208,0.0,750.530029296875,14,AL,Tim Mayza,15042,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=25097&position=P"">Garrett Hill</a>",DET,Tigers,1,2,4.1989,1,36,0,4,,45.0,195,41,23,21,5,42,19,1,3,1.31839,8.28593,3.73839,2.21644,0.960791,0.213388,0.0962753,0.1171131059527397,,0.235272,0.28329,0.696518,4.08791,0.333,0.0411005,0.0,999.0,6,AL,Garrett Hill,25097,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=24606&position=P"">Josh Winder</a>",MIN,Twins,2,3,4.45634,4,31,0,1,,47.0,200,46,25,23,7,39,13,1,2,1.25329,7.44547,2.49606,2.98289,1.31002,0.194899,0.065339,0.1295600309967994,,0.248638,0.281265,0.68439,4.30848,0.330186,0.0825258,1.0,748.8400268554688,8,AL,Josh Winder,24606,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=17793&position=P"">Trey Wingenter</a>",DET,Tigers,1,1,3.83932,0,38,1,10,,37.0,156,30,17,16,4,43,16,1,2,1.26637,10.4624,3.94846,2.64975,0.935304,0.272607,0.10288,0.1697270274162292,,0.220074,0.290146,0.718006,3.6492,0.32821,0.188075,0.0,726.530029296875,6,AL,Trey Wingenter,17793,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=21170&position=P"">Dany Jiménez</a>",OAK,Athletics,2,2,4.0094,0,58,7,12,,59.0,248,48,28,26,8,66,26,2,3,1.25272,10.096,3.95939,2.54989,1.18278,0.265444,0.1041,0.1613435000181198,,0.217535,0.274395,0.720381,4.04631,0.327882,0.206026,0.0,479.7999877929688,10,AL,Dany Jiménez,21170,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15046&position=P"">Trevor Gott</a>",SEA,Mariners,2,2,3.95925,0,53,0,10,,53.0,224,47,25,23,7,52,18,1,3,1.21972,8.81799,2.98251,2.95656,1.11474,0.2328,0.0787399,0.1540597528219223,,0.232224,0.280882,0.709484,3.9131,0.325461,0.201116,0.0,999.0,11,AL,Trevor Gott,15046,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19867&position=P"">Griffin Canning</a>",LAA,Angels,2,2,4.58036,5,18,0,1,,41.0,175,39,22,21,6,38,15,1,2,1.32225,8.45059,3.35883,2.51593,1.30692,0.217807,0.086571,0.1312356516718864,,0.244138,0.286758,0.691502,4.39312,0.322093,0.148119,1.0,614.6900024414062,1,AL,Griffin Canning,19867,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=25918&position=P"">Zack Thompson</a>",STL,Cardinals,2,2,3.9137,1,42,0,9,,49.0,212,45,23,21,5,47,21,1,3,1.32925,8.67671,3.81315,2.27547,0.862451,0.224078,0.0984756,0.1256024837493896,,0.236587,0.292564,0.718975,3.85436,0.321712,0.251121,0.0,749.5700073242188,28,NL,Zack Thompson,25918,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=22361&position=P"">Colin Holderman</a>",PIT,Pirates,2,2,3.87986,0,51,0,11,,54.0,233,48,25,23,5,50,24,1,3,1.3309,8.2398,4.01993,2.04974,0.812992,0.212168,0.10351,0.1086583510041236,,0.232446,0.28372,0.717147,3.98879,0.320417,0.254572,0.0,999.0,27,NL,Colin Holderman,22361,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=30074&position=P"">Chase Silseth</a>",LAA,Angels,2,2,4.39885,5,15,0,1,,36.0,153,34,19,17,5,34,12,0,2,1.30305,8.63084,3.11828,2.76782,1.2781,0.223943,0.0809097,0.1430335789918899,,0.246061,0.292319,0.702419,4.22476,0.319913,0.183142,1.0,658.5999755859375,1,AL,Chase Silseth,30074,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19206&position=P"">Dakota Hudson</a>",STL,Cardinals,3,3,4.22734,5,33,0,1,,59.0,259,60,30,28,5,37,24,1,4,1.41139,5.59413,3.66966,1.52443,0.686804,0.14236,0.0933858,0.0489741787314415,,0.257685,0.290066,0.693711,4.27532,0.319131,0.274852,1.0,735.9199829101562,28,NL,Dakota Hudson,19206,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=14309&position=P"">Frankie Montas</a>",NYY,Yankees,1,1,3.91032,3,5,0,1,,19.0,78,17,9,8,2,18,6,0,1,1.2265,8.76698,2.72052,3.22253,1.11139,0.231689,0.0718966,0.1597926020622253,,0.239395,0.2898,0.718501,3.80073,0.316641,0.235817,1.0,555.7000122070312,9,AL,Frankie Montas,14309,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=17722&position=P"">Trevor Megill</a>",MIN,Twins,1,1,4.21058,0,35,0,1,,36.0,155,35,18,17,4,39,12,1,2,1.28892,9.69522,2.96716,3.26751,1.10942,0.251934,0.0771028,0.1748315468430519,,0.245892,0.309557,0.700686,3.68499,0.316443,0.0296765,0.0,749.5399780273438,8,AL,Trevor Megill,17722,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=10343&position=P"">Aaron Loup</a>",LAA,Angels,2,2,4.2537,0,60,2,11,,57.0,246,58,29,27,6,51,19,1,4,1.34416,8.04463,2.95273,2.72448,0.899051,0.20685,0.0759229,0.1309272050857544,,0.258517,0.31198,0.690168,3.79585,0.309958,-0.00535467,0.0,999.0,1,AL,Aaron Loup,10343,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=sa917493&position=P"">George Soriano</a>",MIA,Marlins,1,1,3.67913,0,22,0,0,,24.0,102,21,11,10,2,25,8,1,1,1.22752,9.39023,3.17418,2.95832,0.809491,0.246576,0.08335,0.1632258668541908,,0.229134,0.292358,0.71182,3.43518,0.306732,0.124857,0.0,999.0,20,NL,George Soriano,sa917493,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=21446&position=P"">Ryan Feltner</a>",COL,Rockies,5,8,5.6987,18,23,0,1,,97.0,436,112,66,61,16,75,37,1,5,1.54425,7.00452,3.48204,2.01161,1.4546,0.17258,0.0857918,0.0867881476879119,,0.284335,0.318076,0.654994,4.97484,0.304009,-0.715368,5.0,750.530029296875,19,NL,Ryan Feltner,21446,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15947&position=P"">Ryne Stanek</a>",HOU,Astros,2,2,4.08035,0,58,0,12,,56.0,242,47,28,26,7,65,26,1,3,1.29754,10.3914,4.18517,2.48292,1.16666,0.269364,0.108487,0.1608771756291389,,0.220526,0.282182,0.723312,4.02225,0.301689,0.0461553,0.0,748.2000122070312,21,AL,Ryne Stanek,15947,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=sa3011494&position=P"">Brandon Williamson</a>",CIN,Reds,2,4,5.082,8,11,0,0,,45.0,197,45,27,25,7,38,19,0,2,1.43676,7.76014,3.74537,2.07193,1.38257,0.195353,0.0942857,0.1010674759745597,,0.258441,0.295573,0.677481,4.77894,0.297744,0.00310074,2.0,999.0,18,NL,Brandon Williamson,sa3011494,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=17732&position=P"">Nabil Crismatt</a>",SDP,Padres,2,2,4.38283,0,54,0,13,,64.0,274,64,34,31,9,60,18,1,4,1.28293,8.42688,2.49711,3.37464,1.22035,0.219275,0.0649772,0.154297687113285,,0.255375,0.303588,0.690487,4.00101,0.297006,-0.155947,0.0,748.0599975585938,29,NL,Nabil Crismatt,17732,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15915&position=P"">Víctor Arano</a>",WSN,Nationals,1,1,4.12972,0,43,0,4,,43.0,180,40,21,20,6,41,12,1,2,1.23333,8.75334,2.55692,3.42339,1.19213,0.230356,0.0672888,0.1630670130252838,,0.243815,0.29294,0.701246,3.87596,0.296926,0.0878515,0.0,745.0,24,NL,Víctor Arano,15915,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=12777&position=P"">John Brebbia</a>",SFG,Giants,3,3,4.80696,1,59,1,15,,56.0,245,59,33,30,8,51,18,1,3,1.36481,8.12534,2.83037,2.87077,1.27729,0.206996,0.0721048,0.1348913684487342,,0.262643,0.307483,0.67257,4.23914,0.295893,-0.4296,0.0,749.0599975585938,30,NL,John Brebbia,12777,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=sa917925&position=P"">Jay Groome</a>",SDP,Padres,2,2,4.45664,5,15,0,0,,38.0,165,37,20,19,5,32,15,0,2,1.35931,7.66823,3.48897,2.19785,1.15427,0.196778,0.0895322,0.1072461083531379,,0.249562,0.289515,0.699082,4.38501,0.29571,0.19913,2.0,999.0,29,NL,Jay Groome,sa917925,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=23324&position=P"">Freddy Tarnok</a>",OAK,Athletics,1,1,3.84883,1,24,0,1,,27.0,115,22,13,12,3,29,11,1,1,1.23167,9.66978,3.67076,2.63427,0.996976,0.254676,0.096678,0.1579983830451965,,0.219178,0.277074,0.714491,3.78403,0.295658,0.122906,0.0,750.47998046875,10,AL,Freddy Tarnok,23324,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=16933&position=P"">Elieser Hernández</a>",NYM,Mets,2,2,4.25282,2,30,0,1,,39.0,165,36,20,19,6,40,11,1,2,1.19874,9.14512,2.48628,3.67823,1.48333,0.241249,0.0655883,0.1756603270769119,,0.237723,0.280664,0.708061,4.21707,0.293828,0.0825557,0.0,742.760009765625,25,NL,Elieser Hernández,16933,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=18694&position=P"">Kolby Allard</a>",ATL,Braves,1,1,3.96142,2,22,0,1,,30.0,127,28,14,13,4,29,9,1,1,1.24796,8.80573,2.79424,3.15138,1.10323,0.2315,0.0734598,0.1580402627587318,,0.241684,0.293344,0.715133,3.79144,0.291482,0.229748,0.0,750.030029296875,16,NL,Kolby Allard,18694,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=13767&position=P"">JT Chargois</a>",MIA,Marlins,2,2,4.26546,1,53,0,9,,51.0,222,49,26,24,5,47,19,1,3,1.32333,8.16451,3.29792,2.47565,0.92949,0.210537,0.0850433,0.1254941299557685,,0.246835,0.29782,0.687264,3.93711,0.290886,0.0344448,0.0,747.8699951171875,20,NL,JT Chargois,13767,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=10315&position=P"">Michael Tonkin</a>",ATL,Braves,1,1,3.71929,0,26,0,1,,25.0,106,22,11,10,3,30,9,1,2,1.20858,10.5882,3.076,3.44221,1.0329,0.279153,0.0810969,0.1980560272932052,,0.227389,0.298339,0.723252,3.45885,0.290472,0.178415,0.0,999.0,16,NL,Michael Tonkin,10315,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=1246&position=P"">Matt Bush</a>",MIL,Brewers,2,2,4.09439,0,61,3,11,,58.0,246,50,29,26,8,63,22,1,3,1.24777,9.80183,3.40275,2.88056,1.21377,0.256641,0.0890942,0.1675472930073738,,0.228288,0.284192,0.71387,3.98956,0.288847,0.0478017,0.0,558.0599975585938,23,NL,Matt Bush,1246,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19990&position=P"">Bryse Wilson</a>",MIL,Brewers,2,2,4.65317,3,35,0,9,,52.0,222,54,29,27,7,38,14,1,2,1.32811,6.72027,2.44902,2.74407,1.21624,0.173461,0.0632133,0.1102481186389923,,0.264754,0.296405,0.675864,4.32411,0.288282,-0.102778,1.0,745.2999877929688,23,NL,Bryse Wilson,19990,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=16233&position=P"">Tejay Antone</a>",CIN,Reds,1,1,4.15295,1,25,0,1,,30.0,130,28,15,14,3,33,12,1,2,1.3519,9.91049,3.66684,2.70273,0.983628,0.254014,0.0939842,0.1600297465920448,,0.244021,0.313977,0.709874,3.7247,0.285765,0.0764664,0.0,740.8400268554688,18,NL,Tejay Antone,16233,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=14874&position=P"">Sam Moll</a>",OAK,Athletics,2,2,3.86085,0,53,1,10,,49.0,211,44,23,21,5,47,21,2,3,1.31181,8.63216,3.74077,2.30759,0.863863,0.224709,0.0973783,0.1273306608200073,,0.235757,0.291386,0.717796,3.84316,0.285754,0.197841,0.0,999.0,10,AL,Sam Moll,14874,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=18376&position=P"">Connor Overton</a>",CIN,Reds,3,5,5.23244,9,31,0,1,,74.0,325,82,46,43,12,54,23,1,4,1.42551,6.57357,2.81257,2.33721,1.40095,0.166101,0.071068,0.0950332134962081,,0.275801,0.303969,0.66174,4.76051,0.284755,-0.35987,3.0,737.4400024414062,18,NL,Connor Overton,18376,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=17878&position=P"">Dennis Santana</a>",NYM,Mets,1,1,3.97848,0,36,0,9,,36.0,158,33,17,16,3,35,17,1,3,1.35849,8.69048,4.11672,2.11102,0.677269,0.222588,0.105441,0.1171473041176796,,0.23646,0.29815,0.702741,3.7417,0.279605,0.134622,0.0,999.0,25,NL,Dennis Santana,17878,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=14646&position=P"">Rowan Wick</a>",CHC,Cubs,1,1,4.11062,0,29,0,1,,29.0,126,28,15,13,3,29,11,1,1,1.33094,8.91727,3.42992,2.59985,0.835154,0.230886,0.0888075,0.1420788690447807,,0.245891,0.308374,0.695268,3.6226,0.278577,-0.0283845,0.0,722.97998046875,17,NL,Rowan Wick,14646,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=6345&position=P"">Chris Archer</a>",,,2,4,5.16019,10,10,0,0,,47.0,209,49,29,27,7,41,21,0,2,1.48012,7.8364,3.93724,1.99033,1.36458,0.195992,0.0984721,0.0975196883082389,,0.263373,0.303433,0.680242,4.79339,0.278049,-0.0377118,3.0,999.0,-1,,Chris Archer,6345,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19766&position=P"">Seth Elledge</a>",ATL,Braves,1,1,3.62842,0,21,0,1,,22.0,91,18,9,9,2,26,9,1,1,1.2269,10.7106,3.64973,2.93464,0.891595,0.281739,0.0960047,0.1857341304421425,,0.218145,0.291709,0.724069,3.39637,0.277382,0.229129,0.0,999.0,16,NL,Seth Elledge,19766,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=15009&position=P"">Kyle Finnegan</a>",WSN,Nationals,2,2,4.29991,0,66,29,3,,66.0,284,62,34,32,8,67,25,2,3,1.32237,9.1297,3.44262,2.65197,1.14683,0.236084,0.0890223,0.1470617949962616,,0.24294,0.297938,0.702818,4.02456,0.273071,-0.0501919,0.0,218.83999633789065,24,NL,Kyle Finnegan,15009,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=12863&position=P"">Matt Barnes</a>",MIA,Marlins,2,2,4.25984,0,54,7,9,,52.0,223,47,27,24,6,54,22,1,3,1.33899,9.43527,3.85683,2.44638,0.996863,0.242413,0.0990903,0.1433223709464073,,0.237344,0.298739,0.69733,3.9217,0.270149,-0.0617188,0.0,573.5999755859375,20,NL,Matt Barnes,12863,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19769&position=P"">Will Vest</a>",DET,Tigers,1,2,4.34875,0,45,0,1,,47.0,205,48,25,23,5,42,17,1,3,1.36464,8.06529,3.15075,2.5598,0.896777,0.206583,0.0807027,0.1258798688650131,,0.25801,0.311572,0.686381,3.83268,0.268626,-0.117904,0.0,748.969970703125,6,AL,Will Vest,19769,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=17735&position=P"">Tyler Alexander</a>",DET,Tigers,2,3,4.76672,2,50,1,11,,63.0,272,69,36,33,9,47,16,1,3,1.34643,6.70471,2.28072,2.93974,1.22173,0.172035,0.0585205,0.1135143786668777,,0.27101,0.303663,0.668316,4.27885,0.264722,-0.307017,1.0,750.9000244140625,6,AL,Tyler Alexander,17735,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=16128&position=P"">John Curtiss</a>",NYM,Mets,2,2,4.36904,0,48,2,10,,49.0,212,46,26,24,6,50,19,1,2,1.31481,9.09248,3.39176,2.68076,1.1675,0.23479,0.0875835,0.1472067460417747,,0.241687,0.294883,0.696789,4.04441,0.260912,-0.116293,0.0,750.6099853515625,25,NL,John Curtiss,16128,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=19695&position=P"">Connor Seabold</a>",COL,Rockies,2,3,5.24872,6,25,0,1,,49.0,215,54,31,28,8,40,16,1,3,1.42755,7.4596,2.92952,2.54636,1.4223,0.187613,0.0736791,0.1139344274997711,,0.273092,0.309659,0.660776,4.65633,0.259591,-0.324873,2.0,999.0,19,NL,Connor Seabold,19695,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=25379&position=P"">Sam Long</a>",SFG,Giants,2,2,4.21042,1,39,0,1,,47.0,202,45,24,22,5,43,18,1,2,1.34923,8.27095,3.51924,2.35021,1.00047,0.212439,0.0903913,0.1220473051071167,,0.246006,0.295663,0.703642,4.01225,0.257375,0.041136,0.0,750.25,30,NL,Sam Long,25379,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=10133&position=P"">Brad Boxberger</a>",CHC,Cubs,2,2,4.3494,0,62,6,11,,59.0,255,53,31,29,7,63,26,1,3,1.34486,9.62737,4.02199,2.39368,1.13911,0.248073,0.103636,0.1444361731410026,,0.235686,0.295132,0.702203,4.12452,0.254417,-0.108174,0.0,470.8800048828125,17,NL,Brad Boxberger,10133,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=14416&position=P"">Yunior Marte</a>",PHI,Phillies,1,1,4.05013,0,31,0,4,,33.0,141,30,16,15,3,32,13,1,2,1.30331,8.85141,3.45441,2.56235,0.95433,0.228977,0.089362,0.1396151036024093,,0.238564,0.294223,0.705655,3.84656,0.253845,0.0796233,0.0,999.0,26,NL,Yunior Marte,14416,,2023-04-05 10:14:21.279503
"<a href=""statss.aspx?playerid=17381&position=P"">Matt Gage</a>",HOU,Astros,1,1,3.72969,0,20,0,1,,21.0,89,20,9,9,2,22,8,1,1,1.29554,9.33044,3.24374,2.87644,0.73302,0.242697,0.0843741,0.1583231687545776,,0.241778,0.310481,0.715826,3.30966,0.250988,0.175302,0.0,999.0,21,AL,Matt Gage,17381,,2023-04-05 10:14:21.279503
