START DATE,away,home,SUBJECT,START TIME,datetime
2025-09-18,ATH,BOS,Athletics at Red Sox,01:35 PM,2025-09-18 17:35:00+00:00
2025-09-26,DET,BOS,Tigers at Red Sox,07:10 PM,2025-09-26 23:10:00+00:00
2025-09-27,DET,BOS,Tigers at Red Sox,04:10 PM,2025-09-27 20:10:00+00:00
2025-09-28,DET,BOS,Tigers at Red Sox,03:05 PM,2025-09-28 19:05:00+00:00
2025-03-27,MIL,NYY,Brewers at Yankees,03:05 PM,2025-03-27 19:05:00+00:00
2025-03-29,MIL,NYY,Brewers at Yankees,01:05 PM,2025-03-29 17:05:00+00:00
2025-03-30,MIL,NYY,Brewers at Yankees,12:00 AM,2025-03-30 04:00:00+00:00
2025-04-01,ARI,NYY,D-backs at Yankees,07:05 PM,2025-04-01 23:05:00+00:00
2025-04-02,ARI,NYY,D-backs at Yankees,07:05 PM,2025-04-02 23:05:00+00:00
2025-04-03,ARI,NYY,D-backs at Yankees,07:05 PM,2025-04-03 23:05:00+00:00
2025-04-04,NYY,PIT,Yankees at Pirates,04:12 PM,2025-04-04 20:12:00+00:00
2025-04-05,NYY,PIT,Yankees at Pirates,04:05 PM,2025-04-05 20:05:00+00:00
2025-04-06,NYY,PIT,Yankees at Pirates,01:35 PM,2025-04-06 17:35:00+00:00
2025-04-07,NYY,DET,Yankees at Tigers,06:40 PM,2025-04-07 22:40:00+00:00
2025-04-08,NYY,DET,Yankees at Tigers,06:40 PM,2025-04-08 22:40:00+00:00
2025-04-09,NYY,DET,Yankees at Tigers,06:40 PM,2025-04-09 22:40:00+00:00
2025-04-11,SFG,NYY,Giants at Yankees,07:05 PM,2025-04-11 23:05:00+00:00
2025-04-12,SFG,NYY,Giants at Yankees,01:05 PM,2025-04-12 17:05:00+00:00
2025-04-13,SFG,NYY,Giants at Yankees,12:00 AM,2025-04-13 04:00:00+00:00
2025-04-14,KCR,NYY,Royals at Yankees,07:05 PM,2025-04-14 23:05:00+00:00
2025-04-15,KCR,NYY,Royals at Yankees,07:05 PM,2025-04-15 23:05:00+00:00
2025-04-16,KCR,NYY,Royals at Yankees,07:05 PM,2025-04-16 23:05:00+00:00
2025-04-21,NYY,CLE,Yankees at Guardians,12:00 AM,2025-04-21 04:00:00+00:00
2025-04-22,NYY,CLE,Yankees at Guardians,12:00 AM,2025-04-22 04:00:00+00:00
2025-04-23,NYY,CLE,Yankees at Guardians,12:00 AM,2025-04-23 04:00:00+00:00
2025-05-05,SDP,NYY,Padres at Yankees,07:05 PM,2025-05-05 23:05:00+00:00
2025-05-06,SDP,NYY,Padres at Yankees,07:05 PM,2025-05-06 23:05:00+00:00
2025-05-07,SDP,NYY,Padres at Yankees,07:05 PM,2025-05-07 23:05:00+00:00
2025-05-09,NYY,ATH,Yankees at Athletics,10:05 PM,2025-05-10 02:05:00+00:00
2025-05-10,NYY,ATH,Yankees at Athletics,04:05 PM,2025-05-10 20:05:00+00:00
2025-05-11,NYY,ATH,Yankees at Athletics,04:05 PM,2025-05-11 20:05:00+00:00
2025-05-12,NYY,SEA,Yankees at Mariners,09:40 PM,2025-05-13 01:40:00+00:00
2025-05-13,NYY,SEA,Yankees at Mariners,09:40 PM,2025-05-14 01:40:00+00:00
2025-05-14,NYY,SEA,Yankees at Mariners,04:10 PM,2025-05-14 20:10:00+00:00
2025-05-16,NYM,NYY,Mets at Yankees,07:05 PM,2025-05-16 23:05:00+00:00
2025-05-17,NYM,NYY,Mets at Yankees,01:05 PM,2025-05-17 17:05:00+00:00
2025-05-18,NYM,NYY,Mets at Yankees,12:00 AM,2025-05-18 04:00:00+00:00
2025-05-20,TEX,NYY,Rangers at Yankees,07:05 PM,2025-05-20 23:05:00+00:00
2025-05-21,TEX,NYY,Rangers at Yankees,07:05 PM,2025-05-21 23:05:00+00:00
2025-05-22,TEX,NYY,Rangers at Yankees,12:00 AM,2025-05-22 04:00:00+00:00
2025-05-23,NYY,COL,Yankees at Rockies,08:40 PM,2025-05-24 00:40:00+00:00
2025-05-24,NYY,COL,Yankees at Rockies,03:10 PM,2025-05-24 19:10:00+00:00
2025-05-25,NYY,COL,Yankees at Rockies,03:10 PM,2025-05-25 19:10:00+00:00
2025-05-26,NYY,LAA,Yankees at Angels,09:38 PM,2025-05-27 01:38:00+00:00
2025-05-27,NYY,LAA,Yankees at Angels,09:38 PM,2025-05-28 01:38:00+00:00
2025-05-28,NYY,LAA,Yankees at Angels,09:38 PM,2025-05-29 01:38:00+00:00
2025-05-30,NYY,LAD,Yankees at Dodgers,10:10 PM,2025-05-31 02:10:00+00:00
2025-05-31,NYY,LAD,Yankees at Dodgers,07:15 PM,2025-05-31 23:15:00+00:00
2025-06-01,NYY,LAD,Yankees at Dodgers,04:10 PM,2025-06-01 20:10:00+00:00
2025-06-03,CLE,NYY,Guardians at Yankees,07:05 PM,2025-06-03 23:05:00+00:00
2025-06-04,CLE,NYY,Guardians at Yankees,07:05 PM,2025-06-04 23:05:00+00:00
2025-06-05,CLE,NYY,Guardians at Yankees,07:05 PM,2025-06-05 23:05:00+00:00
2025-06-10,NYY,KCR,Yankees at Royals,07:40 PM,2025-06-10 23:40:00+00:00
2025-06-11,NYY,KCR,Yankees at Royals,07:40 PM,2025-06-11 23:40:00+00:00
2025-06-12,NYY,KCR,Yankees at Royals,07:40 PM,2025-06-12 23:40:00+00:00
2025-06-16,LAA,NYY,Angels at Yankees,07:05 PM,2025-06-16 23:05:00+00:00
2025-06-17,LAA,NYY,Angels at Yankees,07:05 PM,2025-06-17 23:05:00+00:00
2025-06-18,LAA,NYY,Angels at Yankees,07:05 PM,2025-06-18 23:05:00+00:00
2025-06-19,LAA,NYY,Angels at Yankees,12:00 AM,2025-06-19 04:00:00+00:00
2025-06-23,NYY,CIN,Yankees at Reds,07:10 PM,2025-06-23 23:10:00+00:00
2025-06-24,NYY,CIN,Yankees at Reds,07:10 PM,2025-06-24 23:10:00+00:00
2025-06-25,NYY,CIN,Yankees at Reds,07:10 PM,2025-06-25 23:10:00+00:00
2025-06-27,ATH,NYY,Athletics at Yankees,07:05 PM,2025-06-27 23:05:00+00:00
2025-06-28,ATH,NYY,Athletics at Yankees,01:05 PM,2025-06-28 17:05:00+00:00
2025-06-29,ATH,NYY,Athletics at Yankees,12:00 AM,2025-06-29 04:00:00+00:00
2025-07-04,NYY,NYM,Yankees at Mets,03:10 PM,2025-07-04 19:10:00+00:00
2025-07-05,NYY,NYM,Yankees at Mets,04:10 PM,2025-07-05 20:10:00+00:00
2025-07-06,NYY,NYM,Yankees at Mets,01:40 PM,2025-07-06 17:40:00+00:00
2025-07-08,SEA,NYY,Mariners at Yankees,07:05 PM,2025-07-08 23:05:00+00:00
2025-07-09,SEA,NYY,Mariners at Yankees,07:05 PM,2025-07-09 23:05:00+00:00
2025-07-10,SEA,NYY,Mariners at Yankees,07:05 PM,2025-07-10 23:05:00+00:00
2025-07-11,CHC,NYY,Cubs at Yankees,07:05 PM,2025-07-11 23:05:00+00:00
2025-07-12,CHC,NYY,Cubs at Yankees,01:05 PM,2025-07-12 17:05:00+00:00
2025-07-13,CHC,NYY,Cubs at Yankees,12:00 AM,2025-07-13 04:00:00+00:00
2025-07-18,NYY,ATL,Yankees at Braves,07:15 PM,2025-07-18 23:15:00+00:00
2025-07-19,NYY,ATL,Yankees at Braves,07:15 PM,2025-07-19 23:15:00+00:00
2025-07-20,NYY,ATL,Yankees at Braves,01:35 PM,2025-07-20 17:35:00+00:00
2025-07-25,PHI,NYY,Phillies at Yankees,07:05 PM,2025-07-25 23:05:00+00:00
2025-07-26,PHI,NYY,Phillies at Yankees,01:05 PM,2025-07-26 17:05:00+00:00
2025-07-27,PHI,NYY,Phillies at Yankees,12:00 AM,2025-07-27 04:00:00+00:00
2025-08-01,NYY,MIA,Yankees at Marlins,07:10 PM,2025-08-01 23:10:00+00:00
2025-08-02,NYY,MIA,Yankees at Marlins,04:10 PM,2025-08-02 20:10:00+00:00
2025-08-03,NYY,MIA,Yankees at Marlins,01:40 PM,2025-08-03 17:40:00+00:00
2025-08-04,NYY,TEX,Yankees at Rangers,08:05 PM,2025-08-05 00:05:00+00:00
2025-08-05,NYY,TEX,Yankees at Rangers,08:05 PM,2025-08-06 00:05:00+00:00
2025-08-06,NYY,TEX,Yankees at Rangers,02:35 PM,2025-08-06 18:35:00+00:00
2025-08-08,HOU,NYY,Astros at Yankees,07:05 PM,2025-08-08 23:05:00+00:00
2025-08-09,HOU,NYY,Astros at Yankees,12:00 AM,2025-08-09 04:00:00+00:00
2025-08-10,HOU,NYY,Astros at Yankees,12:00 AM,2025-08-10 04:00:00+00:00
2025-08-11,MIN,NYY,Twins at Yankees,07:05 PM,2025-08-11 23:05:00+00:00
2025-08-12,MIN,NYY,Twins at Yankees,07:05 PM,2025-08-12 23:05:00+00:00
2025-08-13,MIN,NYY,Twins at Yankees,07:05 PM,2025-08-13 23:05:00+00:00
2025-08-15,NYY,STL,Yankees at Cardinals,08:15 PM,2025-08-16 00:15:00+00:00
2025-08-16,NYY,STL,Yankees at Cardinals,07:15 PM,2025-08-16 23:15:00+00:00
2025-08-17,NYY,STL,Yankees at Cardinals,02:15 PM,2025-08-17 18:15:00+00:00
2025-08-25,WSN,NYY,Nationals at Yankees,07:05 PM,2025-08-25 23:05:00+00:00
2025-08-26,WSN,NYY,Nationals at Yankees,07:05 PM,2025-08-26 23:05:00+00:00
2025-08-27,WSN,NYY,Nationals at Yankees,12:00 AM,2025-08-27 04:00:00+00:00
2025-08-28,NYY,CHW,Yankees at White Sox,12:00 AM,2025-08-28 04:00:00+00:00
2025-08-29,NYY,CHW,Yankees at White Sox,12:00 AM,2025-08-29 04:00:00+00:00
2025-08-30,NYY,CHW,Yankees at White Sox,12:00 AM,2025-08-30 04:00:00+00:00
2025-08-31,NYY,CHW,Yankees at White Sox,12:00 AM,2025-08-31 04:00:00+00:00
2025-09-02,NYY,HOU,Yankees at Astros,12:00 AM,2025-09-02 04:00:00+00:00
2025-09-03,NYY,HOU,Yankees at Astros,12:00 AM,2025-09-03 04:00:00+00:00
2025-09-04,NYY,HOU,Yankees at Astros,12:00 AM,2025-09-04 04:00:00+00:00
2025-09-09,DET,NYY,Tigers at Yankees,07:05 PM,2025-09-09 23:05:00+00:00
2025-09-10,DET,NYY,Tigers at Yankees,07:05 PM,2025-09-10 23:05:00+00:00
2025-09-11,DET,NYY,Tigers at Yankees,07:05 PM,2025-09-11 23:05:00+00:00
2025-09-15,NYY,MIN,Yankees at Twins,07:40 PM,2025-09-15 23:40:00+00:00
2025-09-16,NYY,MIN,Yankees at Twins,07:40 PM,2025-09-16 23:40:00+00:00
2025-09-17,NYY,MIN,Yankees at Twins,07:40 PM,2025-09-17 23:40:00+00:00
2025-09-23,CHW,NYY,White Sox at Yankees,07:05 PM,2025-09-23 23:05:00+00:00
2025-09-24,CHW,NYY,White Sox at Yankees,07:05 PM,2025-09-24 23:05:00+00:00
2025-09-25,CHW,NYY,White Sox at Yankees,07:05 PM,2025-09-25 23:05:00+00:00
2025-03-27,CLE,KCR,Guardians at Royals,04:10 PM,2025-03-27 20:10:00+00:00
2025-03-29,CLE,KCR,Guardians at Royals,04:10 PM,2025-03-29 20:10:00+00:00
2025-03-30,CLE,KCR,Guardians at Royals,02:10 PM,2025-03-30 18:10:00+00:00
2025-03-31,CLE,SDP,Guardians at Padres,09:40 PM,2025-04-01 01:40:00+00:00
2025-04-01,CLE,SDP,Guardians at Padres,09:40 PM,2025-04-02 01:40:00+00:00
2025-04-02,CLE,SDP,Guardians at Padres,04:10 PM,2025-04-02 20:10:00+00:00
2025-04-04,CLE,LAA,Guardians at Angels,09:38 PM,2025-04-05 01:38:00+00:00
2025-04-05,CLE,LAA,Guardians at Angels,09:38 PM,2025-04-06 01:38:00+00:00
2025-04-06,CLE,LAA,Guardians at Angels,04:07 PM,2025-04-06 20:07:00+00:00
2025-04-08,CHW,CLE,White Sox at Guardians,12:00 AM,2025-04-08 04:00:00+00:00
2025-04-09,CHW,CLE,White Sox at Guardians,12:00 AM,2025-04-09 04:00:00+00:00
2025-04-10,CHW,CLE,White Sox at Guardians,12:00 AM,2025-04-10 04:00:00+00:00
2025-04-11,KCR,CLE,Royals at Guardians,12:00 AM,2025-04-11 04:00:00+00:00
2025-04-12,KCR,CLE,Royals at Guardians,12:00 AM,2025-04-12 04:00:00+00:00
2025-04-13,KCR,CLE,Royals at Guardians,12:00 AM,2025-04-13 04:00:00+00:00
2025-04-18,CLE,PIT,Guardians at Pirates,06:40 PM,2025-04-18 22:40:00+00:00
2025-04-19,CLE,PIT,Guardians at Pirates,04:05 PM,2025-04-19 20:05:00+00:00
2025-04-20,CLE,PIT,Guardians at Pirates,01:35 PM,2025-04-20 17:35:00+00:00
2025-04-28,MIN,CLE,Twins at Guardians,12:00 AM,2025-04-28 04:00:00+00:00
2025-04-29,MIN,CLE,Twins at Guardians,12:00 AM,2025-04-29 04:00:00+00:00
2025-04-30,MIN,CLE,Twins at Guardians,12:00 AM,2025-04-30 04:00:00+00:00
2025-05-01,MIN,CLE,Twins at Guardians,12:00 AM,2025-05-01 04:00:00+00:00
2025-05-05,CLE,WSN,Guardians at Nationals,06:45 PM,2025-05-05 22:45:00+00:00
2025-05-06,CLE,WSN,Guardians at Nationals,06:45 PM,2025-05-06 22:45:00+00:00
2025-05-07,CLE,WSN,Guardians at Nationals,12:05 PM,2025-05-07 16:05:00+00:00
2025-05-09,PHI,CLE,Phillies at Guardians,12:00 AM,2025-05-09 04:00:00+00:00
2025-05-10,PHI,CLE,Phillies at Guardians,12:00 AM,2025-05-10 04:00:00+00:00
2025-05-11,PHI,CLE,Phillies at Guardians,12:00 AM,2025-05-11 04:00:00+00:00
2025-05-12,MIL,CLE,Brewers at Guardians,12:00 AM,2025-05-12 04:00:00+00:00
2025-05-13,MIL,CLE,Brewers at Guardians,12:00 AM,2025-05-13 04:00:00+00:00
2025-05-14,MIL,CLE,Brewers at Guardians,12:00 AM,2025-05-14 04:00:00+00:00
2025-05-16,CLE,CIN,Guardians at Reds,06:40 PM,2025-05-16 22:40:00+00:00
2025-05-17,CLE,CIN,Guardians at Reds,06:40 PM,2025-05-17 22:40:00+00:00
2025-05-18,CLE,CIN,Guardians at Reds,01:40 PM,2025-05-18 17:40:00+00:00
2025-05-19,CLE,MIN,Guardians at Twins,07:40 PM,2025-05-19 23:40:00+00:00
2025-05-20,CLE,MIN,Guardians at Twins,07:40 PM,2025-05-20 23:40:00+00:00
2025-05-21,CLE,MIN,Guardians at Twins,01:10 PM,2025-05-21 17:10:00+00:00
2025-05-22,CLE,DET,Guardians at Tigers,06:40 PM,2025-05-22 22:40:00+00:00
2025-05-23,CLE,DET,Guardians at Tigers,07:10 PM,2025-05-23 23:10:00+00:00
2025-05-24,CLE,DET,Guardians at Tigers,07:15 PM,2025-05-24 23:15:00+00:00
2025-05-25,CLE,DET,Guardians at Tigers,01:40 PM,2025-05-25 17:40:00+00:00
2025-05-26,LAD,CLE,Dodgers at Guardians,12:00 AM,2025-05-26 04:00:00+00:00
2025-05-27,LAD,CLE,Dodgers at Guardians,12:00 AM,2025-05-27 04:00:00+00:00
2025-05-28,LAD,CLE,Dodgers at Guardians,12:00 AM,2025-05-28 04:00:00+00:00
2025-05-30,LAA,CLE,Angels at Guardians,12:00 AM,2025-05-30 04:00:00+00:00
2025-05-31,LAA,CLE,Angels at Guardians,12:00 AM,2025-05-31 04:00:00+00:00
2025-06-01,LAA,CLE,Angels at Guardians,12:00 AM,2025-06-01 04:00:00+00:00
2025-06-06,HOU,CLE,Astros at Guardians,12:00 AM,2025-06-06 04:00:00+00:00
2025-06-07,HOU,CLE,Astros at Guardians,12:00 AM,2025-06-07 04:00:00+00:00
2025-06-08,HOU,CLE,Astros at Guardians,12:00 AM,2025-06-08 04:00:00+00:00
2025-06-09,CIN,CLE,Reds at Guardians,12:00 AM,2025-06-09 04:00:00+00:00
2025-06-10,CIN,CLE,Reds at Guardians,12:00 AM,2025-06-10 04:00:00+00:00
2025-06-11,CIN,CLE,Reds at Guardians,12:00 AM,2025-06-11 04:00:00+00:00
2025-06-13,CLE,SEA,Guardians at Mariners,10:10 PM,2025-06-14 02:10:00+00:00
2025-06-14,CLE,SEA,Guardians at Mariners,09:40 PM,2025-06-15 01:40:00+00:00
2025-06-15,CLE,SEA,Guardians at Mariners,04:10 PM,2025-06-15 20:10:00+00:00
2025-06-17,CLE,SFG,Guardians at Giants,09:45 PM,2025-06-18 01:45:00+00:00
2025-06-18,CLE,SFG,Guardians at Giants,09:45 PM,2025-06-19 01:45:00+00:00
2025-06-19,CLE,SFG,Guardians at Giants,04:05 PM,2025-06-19 20:05:00+00:00
2025-06-20,CLE,ATH,Guardians at Athletics,10:05 PM,2025-06-21 02:05:00+00:00
2025-06-21,CLE,ATH,Guardians at Athletics,10:05 PM,2025-06-22 02:05:00+00:00
2025-06-22,CLE,ATH,Guardians at Athletics,04:05 PM,2025-06-22 20:05:00+00:00
2025-06-27,STL,CLE,Cardinals at Guardians,12:00 AM,2025-06-27 04:00:00+00:00
2025-06-28,STL,CLE,Cardinals at Guardians,12:00 AM,2025-06-28 04:00:00+00:00
2025-06-29,STL,CLE,Cardinals at Guardians,12:00 AM,2025-06-29 04:00:00+00:00
2025-07-01,CLE,CHC,Guardians at Cubs,08:05 PM,2025-07-02 00:05:00+00:00
2025-07-02,CLE,CHC,Guardians at Cubs,08:05 PM,2025-07-03 00:05:00+00:00
2025-07-03,CLE,CHC,Guardians at Cubs,08:05 PM,2025-07-04 00:05:00+00:00
2025-07-04,DET,CLE,Tigers at Guardians,12:00 AM,2025-07-04 04:00:00+00:00
2025-07-05,DET,CLE,Tigers at Guardians,12:00 AM,2025-07-05 04:00:00+00:00
2025-07-06,DET,CLE,Tigers at Guardians,12:00 AM,2025-07-06 04:00:00+00:00
2025-07-07,CLE,HOU,Guardians at Astros,12:00 AM,2025-07-07 04:00:00+00:00
2025-07-08,CLE,HOU,Guardians at Astros,12:00 AM,2025-07-08 04:00:00+00:00
2025-07-09,CLE,HOU,Guardians at Astros,12:00 AM,2025-07-09 04:00:00+00:00
2025-07-10,CLE,CHW,Guardians at White Sox,12:00 AM,2025-07-10 04:00:00+00:00
2025-07-11,CLE,CHW,Guardians at White Sox,12:00 AM,2025-07-11 04:00:00+00:00
2025-07-12,CLE,CHW,Guardians at White Sox,12:00 AM,2025-07-12 04:00:00+00:00
2025-07-13,CLE,CHW,Guardians at White Sox,12:00 AM,2025-07-13 04:00:00+00:00
2025-07-18,ATH,CLE,Athletics at Guardians,12:00 AM,2025-07-18 04:00:00+00:00
2025-07-19,ATH,CLE,Athletics at Guardians,12:00 AM,2025-07-19 04:00:00+00:00
2025-07-20,ATH,CLE,Athletics at Guardians,12:00 AM,2025-07-20 04:00:00+00:00
2025-07-25,CLE,KCR,Guardians at Royals,08:10 PM,2025-07-26 00:10:00+00:00
2025-07-26,CLE,KCR,Guardians at Royals,07:15 PM,2025-07-26 23:15:00+00:00
2025-07-27,CLE,KCR,Guardians at Royals,02:10 PM,2025-07-27 18:10:00+00:00
2025-07-28,COL,CLE,Rockies at Guardians,12:00 AM,2025-07-28 04:00:00+00:00
2025-07-29,COL,CLE,Rockies at Guardians,12:00 AM,2025-07-29 04:00:00+00:00
2025-07-30,COL,CLE,Rockies at Guardians,12:00 AM,2025-07-30 04:00:00+00:00
2025-08-01,MIN,CLE,Twins at Guardians,12:00 AM,2025-08-01 04:00:00+00:00
2025-08-02,MIN,CLE,Twins at Guardians,12:00 AM,2025-08-02 04:00:00+00:00
2025-08-03,MIN,CLE,Twins at Guardians,12:00 AM,2025-08-03 04:00:00+00:00
2025-08-04,CLE,NYM,Guardians at Mets,07:10 PM,2025-08-04 23:10:00+00:00
2025-08-05,CLE,NYM,Guardians at Mets,07:10 PM,2025-08-05 23:10:00+00:00
2025-08-06,CLE,NYM,Guardians at Mets,01:10 PM,2025-08-06 17:10:00+00:00
2025-08-08,CLE,CHW,Guardians at White Sox,12:00 AM,2025-08-08 04:00:00+00:00
2025-08-09,CLE,CHW,Guardians at White Sox,12:00 AM,2025-08-09 04:00:00+00:00
2025-08-10,CLE,CHW,Guardians at White Sox,12:00 AM,2025-08-10 04:00:00+00:00
2025-08-12,MIA,CLE,Marlins at Guardians,12:00 AM,2025-08-12 04:00:00+00:00
2025-08-13,MIA,CLE,Marlins at Guardians,12:00 AM,2025-08-13 04:00:00+00:00
2025-08-14,MIA,CLE,Marlins at Guardians,12:00 AM,2025-08-14 04:00:00+00:00
2025-08-15,ATL,CLE,Braves at Guardians,12:00 AM,2025-08-15 04:00:00+00:00
2025-08-16,ATL,CLE,Braves at Guardians,12:00 AM,2025-08-16 04:00:00+00:00
2025-08-17,ATL,CLE,Braves at Guardians,12:00 AM,2025-08-17 04:00:00+00:00
2025-08-18,CLE,ARI,Guardians at D-backs,09:40 PM,2025-08-19 01:40:00+00:00
2025-08-19,CLE,ARI,Guardians at D-backs,09:40 PM,2025-08-20 01:40:00+00:00
2025-08-20,CLE,ARI,Guardians at D-backs,03:40 PM,2025-08-20 19:40:00+00:00
2025-08-22,CLE,TEX,Guardians at Rangers,08:05 PM,2025-08-23 00:05:00+00:00
2025-08-23,CLE,TEX,Guardians at Rangers,07:05 PM,2025-08-23 23:05:00+00:00
2025-08-24,CLE,TEX,Guardians at Rangers,02:35 PM,2025-08-24 18:35:00+00:00
2025-08-29,SEA,CLE,Mariners at Guardians,12:00 AM,2025-08-29 04:00:00+00:00
2025-08-30,SEA,CLE,Mariners at Guardians,12:00 AM,2025-08-30 04:00:00+00:00
2025-08-31,SEA,CLE,Mariners at Guardians,12:00 AM,2025-08-31 04:00:00+00:00
2025-09-08,KCR,CLE,Royals at Guardians,12:00 AM,2025-09-08 04:00:00+00:00
2025-09-09,KCR,CLE,Royals at Guardians,12:00 AM,2025-09-09 04:00:00+00:00
2025-09-10,KCR,CLE,Royals at Guardians,12:00 AM,2025-09-10 04:00:00+00:00
2025-09-11,KCR,CLE,Royals at Guardians,12:00 AM,2025-09-11 04:00:00+00:00
2025-09-12,CHW,CLE,White Sox at Guardians,12:00 AM,2025-09-12 04:00:00+00:00
2025-09-13,CHW,CLE,White Sox at Guardians,12:00 AM,2025-09-13 04:00:00+00:00
2025-09-14,CHW,CLE,White Sox at Guardians,12:00 AM,2025-09-14 04:00:00+00:00
2025-09-16,CLE,DET,Guardians at Tigers,06:40 PM,2025-09-16 22:40:00+00:00
2025-09-17,CLE,DET,Guardians at Tigers,06:40 PM,2025-09-17 22:40:00+00:00
2025-09-18,CLE,DET,Guardians at Tigers,01:10 PM,2025-09-18 17:10:00+00:00
2025-09-19,CLE,MIN,Guardians at Twins,08:10 PM,2025-09-20 00:10:00+00:00
2025-09-20,CLE,MIN,Guardians at Twins,07:10 PM,2025-09-20 23:10:00+00:00
2025-09-21,CLE,MIN,Guardians at Twins,02:10 PM,2025-09-21 18:10:00+00:00
2025-09-23,DET,CLE,Tigers at Guardians,12:00 AM,2025-09-23 04:00:00+00:00
2025-09-24,DET,CLE,Tigers at Guardians,12:00 AM,2025-09-24 04:00:00+00:00
2025-09-25,DET,CLE,Tigers at Guardians,12:00 AM,2025-09-25 04:00:00+00:00
2025-09-26,TEX,CLE,Rangers at Guardians,12:00 AM,2025-09-26 04:00:00+00:00
2025-09-27,TEX,CLE,Rangers at Guardians,12:00 AM,2025-09-27 04:00:00+00:00
2025-09-28,TEX,CLE,Rangers at Guardians,12:00 AM,2025-09-28 04:00:00+00:00
2025-03-31,KCR,MIL,Royals at Brewers,01:10 PM,2025-03-31 18:10:00+00:00
2025-04-01,KCR,MIL,Royals at Brewers,06:40 PM,2025-04-01 23:40:00+00:00
2025-04-02,KCR,MIL,Royals at Brewers,12:10 PM,2025-04-02 17:10:00+00:00
2025-04-07,MIN,KCR,Twins at Royals,06:40 PM,2025-04-07 23:40:00+00:00
2025-04-08,MIN,KCR,Twins at Royals,06:40 PM,2025-04-08 23:40:00+00:00
2025-04-09,MIN,KCR,Twins at Royals,06:40 PM,2025-04-09 23:40:00+00:00
2025-04-10,MIN,KCR,Twins at Royals,01:10 PM,2025-04-10 18:10:00+00:00
2025-04-17,KCR,DET,Royals at Tigers,05:40 PM,2025-04-17 22:40:00+00:00
2025-04-18,KCR,DET,Royals at Tigers,05:40 PM,2025-04-18 22:40:00+00:00
2025-04-19,KCR,DET,Royals at Tigers,12:10 PM,2025-04-19 17:10:00+00:00
2025-04-20,KCR,DET,Royals at Tigers,12:40 PM,2025-04-20 17:40:00+00:00
2025-04-22,COL,KCR,Rockies at Royals,06:40 PM,2025-04-22 23:40:00+00:00
2025-04-23,COL,KCR,Rockies at Royals,06:40 PM,2025-04-23 23:40:00+00:00
2025-04-24,COL,KCR,Rockies at Royals,01:10 PM,2025-04-24 18:10:00+00:00
2025-04-25,HOU,KCR,Astros at Royals,06:40 PM,2025-04-25 23:40:00+00:00
2025-04-26,HOU,KCR,Astros at Royals,06:10 PM,2025-04-26 23:10:00+00:00
2025-04-27,HOU,KCR,Astros at Royals,01:10 PM,2025-04-27 18:10:00+00:00
2025-05-05,CHW,KCR,White Sox at Royals,06:40 PM,2025-05-05 23:40:00+00:00
2025-05-06,CHW,KCR,White Sox at Royals,06:40 PM,2025-05-06 23:40:00+00:00
2025-05-07,CHW,KCR,White Sox at Royals,06:40 PM,2025-05-07 23:40:00+00:00
2025-05-08,CHW,KCR,White Sox at Royals,01:10 PM,2025-05-08 18:10:00+00:00
2025-05-12,KCR,HOU,Royals at Astros,12:00 AM,2025-05-12 05:00:00+00:00
2025-05-13,KCR,HOU,Royals at Astros,12:00 AM,2025-05-13 05:00:00+00:00
2025-05-14,KCR,HOU,Royals at Astros,12:00 AM,2025-05-14 05:00:00+00:00
2025-05-16,STL,KCR,Cardinals at Royals,06:40 PM,2025-05-16 23:40:00+00:00
2025-05-17,STL,KCR,Cardinals at Royals,06:10 PM,2025-05-17 23:10:00+00:00
2025-05-18,STL,KCR,Cardinals at Royals,01:10 PM,2025-05-18 18:10:00+00:00
2025-05-19,KCR,SFG,Royals at Giants,08:45 PM,2025-05-20 01:45:00+00:00
2025-05-20,KCR,SFG,Royals at Giants,08:45 PM,2025-05-21 01:45:00+00:00
2025-05-21,KCR,SFG,Royals at Giants,02:45 PM,2025-05-21 19:45:00+00:00
2025-05-23,KCR,MIN,Royals at Twins,07:10 PM,2025-05-24 00:10:00+00:00
2025-05-24,KCR,MIN,Royals at Twins,01:10 PM,2025-05-24 18:10:00+00:00
2025-05-25,KCR,MIN,Royals at Twins,01:10 PM,2025-05-25 18:10:00+00:00
2025-05-26,CIN,KCR,Reds at Royals,03:10 PM,2025-05-26 20:10:00+00:00
2025-05-27,CIN,KCR,Reds at Royals,06:40 PM,2025-05-27 23:40:00+00:00
2025-05-28,CIN,KCR,Reds at Royals,06:40 PM,2025-05-28 23:40:00+00:00
2025-05-30,DET,KCR,Tigers at Royals,07:10 PM,2025-05-31 00:10:00+00:00
2025-05-31,DET,KCR,Tigers at Royals,03:10 PM,2025-05-31 20:10:00+00:00
2025-06-01,DET,KCR,Tigers at Royals,01:10 PM,2025-06-01 18:10:00+00:00
2025-06-03,KCR,STL,Royals at Cardinals,06:45 PM,2025-06-03 23:45:00+00:00
2025-06-04,KCR,STL,Royals at Cardinals,06:45 PM,2025-06-04 23:45:00+00:00
2025-06-05,KCR,STL,Royals at Cardinals,06:45 PM,2025-06-05 23:45:00+00:00
2025-06-06,KCR,CHW,Royals at White Sox,12:00 AM,2025-06-06 05:00:00+00:00
2025-06-07,KCR,CHW,Royals at White Sox,12:00 AM,2025-06-07 05:00:00+00:00
2025-06-08,KCR,CHW,Royals at White Sox,12:00 AM,2025-06-08 05:00:00+00:00
