START DATE,away,home,SUBJECT,START TIME,datetime
2025-08-22,HOU,BAL,Astros at Orioles,07:05 PM,2025-08-22 23:05:00+00:00
2025-08-23,HOU,BAL,Astros at Orioles,07:05 PM,2025-08-23 23:05:00+00:00
2025-08-24,HOU,BAL,Astros at Orioles,01:35 PM,2025-08-24 17:35:00+00:00
2025-08-25,BOS,BAL,Red Sox at Orioles,06:35 PM,2025-08-25 22:35:00+00:00
2025-08-26,BOS,BAL,Red Sox at Orioles,06:35 PM,2025-08-26 22:35:00+00:00
2025-08-27,BOS,BAL,Red Sox at Orioles,06:35 PM,2025-08-27 22:35:00+00:00
2025-08-28,BOS,BAL,Red Sox at Orioles,01:05 PM,2025-08-28 17:05:00+00:00
2025-08-29,BAL,SFG,Orioles at Giants,10:15 PM,2025-08-30 02:15:00+00:00
2025-08-30,BAL,SFG,Orioles at Giants,07:15 PM,2025-08-30 23:15:00+00:00
2025-08-31,BAL,SFG,Orioles at Giants,04:05 PM,2025-08-31 20:05:00+00:00
2025-09-01,BAL,SDP,Orioles at Padres,06:40 PM,2025-09-01 22:40:00+00:00
2025-09-02,BAL,SDP,Orioles at Padres,09:40 PM,2025-09-03 01:40:00+00:00
2025-09-03,BAL,SDP,Orioles at Padres,04:10 PM,2025-09-03 20:10:00+00:00
2025-09-05,LAD,BAL,Dodgers at Orioles,07:05 PM,2025-09-05 23:05:00+00:00
2025-09-06,LAD,BAL,Dodgers at Orioles,07:05 PM,2025-09-06 23:05:00+00:00
2025-09-07,LAD,BAL,Dodgers at Orioles,01:35 PM,2025-09-07 17:35:00+00:00
2025-09-09,PIT,BAL,Pirates at Orioles,06:35 PM,2025-09-09 22:35:00+00:00
2025-09-10,PIT,BAL,Pirates at Orioles,06:35 PM,2025-09-10 22:35:00+00:00
2025-09-11,PIT,BAL,Pirates at Orioles,01:05 PM,2025-09-11 17:05:00+00:00
2025-09-15,BAL,CHW,Orioles at White Sox,12:00 AM,2025-09-15 04:00:00+00:00
2025-09-16,BAL,CHW,Orioles at White Sox,12:00 AM,2025-09-16 04:00:00+00:00
2025-09-17,BAL,CHW,Orioles at White Sox,12:00 AM,2025-09-17 04:00:00+00:00
2025-09-18,NYY,BAL,Yankees at Orioles,07:15 PM,2025-09-18 23:15:00+00:00
2025-09-19,NYY,BAL,Yankees at Orioles,07:05 PM,2025-09-19 23:05:00+00:00
2025-09-20,NYY,BAL,Yankees at Orioles,07:05 PM,2025-09-20 23:05:00+00:00
2025-09-21,NYY,BAL,Yankees at Orioles,01:35 PM,2025-09-21 17:35:00+00:00
2025-09-23,TBR,BAL,Rays at Orioles,06:35 PM,2025-09-23 22:35:00+00:00
2025-09-24,TBR,BAL,Rays at Orioles,06:35 PM,2025-09-24 22:35:00+00:00
2025-09-25,TBR,BAL,Rays at Orioles,01:05 PM,2025-09-25 17:05:00+00:00
2025-09-26,BAL,NYY,Orioles at Yankees,07:05 PM,2025-09-26 23:05:00+00:00
2025-09-27,BAL,NYY,Orioles at Yankees,01:05 PM,2025-09-27 17:05:00+00:00
2025-09-28,BAL,NYY,Orioles at Yankees,03:05 PM,2025-09-28 19:05:00+00:00
2025-03-28,COL,TBR,Rockies at Rays,04:10 PM,2025-03-28 20:10:00+00:00
2025-03-29,COL,TBR,Rockies at Rays,12:00 AM,2025-03-29 04:00:00+00:00
2025-03-30,COL,TBR,Rockies at Rays,12:00 AM,2025-03-30 04:00:00+00:00
2025-03-31,PIT,TBR,Pirates at Rays,12:00 AM,2025-03-31 04:00:00+00:00
2025-04-01,PIT,TBR,Pirates at Rays,12:00 AM,2025-04-01 04:00:00+00:00
2025-04-02,PIT,TBR,Pirates at Rays,12:00 AM,2025-04-02 04:00:00+00:00
2025-04-04,TBR,TEX,Rays at Rangers,08:05 PM,2025-04-05 00:05:00+00:00
2025-04-05,TBR,TEX,Rays at Rangers,07:05 PM,2025-04-05 23:05:00+00:00
2025-04-06,TBR,TEX,Rays at Rangers,02:35 PM,2025-04-06 18:35:00+00:00
2025-04-08,LAA,TBR,Angels at Rays,12:00 AM,2025-04-08 04:00:00+00:00
2025-04-09,LAA,TBR,Angels at Rays,12:00 AM,2025-04-09 04:00:00+00:00
2025-04-10,LAA,TBR,Angels at Rays,12:00 AM,2025-04-10 04:00:00+00:00
2025-04-11,ATL,TBR,Braves at Rays,12:00 AM,2025-04-11 04:00:00+00:00
2025-04-12,ATL,TBR,Braves at Rays,12:00 AM,2025-04-12 04:00:00+00:00
2025-04-13,ATL,TBR,Braves at Rays,12:00 AM,2025-04-13 04:00:00+00:00
2025-04-14,BOS,TBR,Red Sox at Rays,12:00 AM,2025-04-14 04:00:00+00:00
2025-04-15,BOS,TBR,Red Sox at Rays,12:00 AM,2025-04-15 04:00:00+00:00
2025-04-16,BOS,TBR,Red Sox at Rays,12:00 AM,2025-04-16 04:00:00+00:00
2025-04-17,NYY,TBR,Yankees at Rays,12:00 AM,2025-04-17 04:00:00+00:00
2025-04-18,NYY,TBR,Yankees at Rays,12:00 AM,2025-04-18 04:00:00+00:00
2025-04-19,NYY,TBR,Yankees at Rays,12:00 AM,2025-04-19 04:00:00+00:00
2025-04-20,NYY,TBR,Yankees at Rays,12:00 AM,2025-04-20 04:00:00+00:00
2025-04-22,TBR,ARI,Rays at D-backs,09:40 PM,2025-04-23 01:40:00+00:00
2025-04-23,TBR,ARI,Rays at D-backs,09:40 PM,2025-04-24 01:40:00+00:00
2025-04-24,TBR,ARI,Rays at D-backs,09:40 PM,2025-04-25 01:40:00+00:00
2025-04-25,TBR,SDP,Rays at Padres,09:40 PM,2025-04-26 01:40:00+00:00
2025-04-26,TBR,SDP,Rays at Padres,08:40 PM,2025-04-27 00:40:00+00:00
2025-04-27,TBR,SDP,Rays at Padres,04:10 PM,2025-04-27 20:10:00+00:00
2025-04-29,KCR,TBR,Royals at Rays,12:00 AM,2025-04-29 04:00:00+00:00
2025-04-30,KCR,TBR,Royals at Rays,12:00 AM,2025-04-30 04:00:00+00:00
2025-05-01,KCR,TBR,Royals at Rays,12:00 AM,2025-05-01 04:00:00+00:00
2025-05-02,TBR,NYY,Rays at Yankees,07:05 PM,2025-05-02 23:05:00+00:00
2025-05-03,TBR,NYY,Rays at Yankees,01:05 PM,2025-05-03 17:05:00+00:00
2025-05-04,TBR,NYY,Rays at Yankees,12:00 AM,2025-05-04 04:00:00+00:00
2025-05-06,PHI,TBR,Phillies at Rays,12:00 AM,2025-05-06 04:00:00+00:00
2025-05-07,PHI,TBR,Phillies at Rays,12:00 AM,2025-05-07 04:00:00+00:00
2025-05-08,PHI,TBR,Phillies at Rays,12:00 AM,2025-05-08 04:00:00+00:00
2025-05-09,MIL,TBR,Brewers at Rays,12:00 AM,2025-05-09 04:00:00+00:00
2025-05-10,MIL,TBR,Brewers at Rays,12:00 AM,2025-05-10 04:00:00+00:00
2025-05-11,MIL,TBR,Brewers at Rays,12:00 AM,2025-05-11 04:00:00+00:00
2025-05-16,TBR,MIA,Rays at Marlins,07:10 PM,2025-05-16 23:10:00+00:00
2025-05-17,TBR,MIA,Rays at Marlins,04:10 PM,2025-05-17 20:10:00+00:00
2025-05-18,TBR,MIA,Rays at Marlins,01:40 PM,2025-05-18 17:40:00+00:00
2025-05-19,HOU,TBR,Astros at Rays,12:00 AM,2025-05-19 04:00:00+00:00
2025-05-20,HOU,TBR,Astros at Rays,12:00 AM,2025-05-20 04:00:00+00:00
2025-05-21,HOU,TBR,Astros at Rays,12:00 AM,2025-05-21 04:00:00+00:00
2025-05-26,MIN,TBR,Twins at Rays,12:00 AM,2025-05-26 04:00:00+00:00
2025-05-27,MIN,TBR,Twins at Rays,12:00 AM,2025-05-27 04:00:00+00:00
2025-05-28,MIN,TBR,Twins at Rays,12:00 AM,2025-05-28 04:00:00+00:00
2025-05-29,TBR,HOU,Rays at Astros,12:00 AM,2025-05-29 04:00:00+00:00
2025-05-30,TBR,HOU,Rays at Astros,12:00 AM,2025-05-30 04:00:00+00:00
2025-05-31,TBR,HOU,Rays at Astros,12:00 AM,2025-05-31 04:00:00+00:00
2025-06-01,TBR,HOU,Rays at Astros,12:00 AM,2025-06-01 04:00:00+00:00
2025-06-03,TEX,TBR,Rangers at Rays,12:00 AM,2025-06-03 04:00:00+00:00
2025-06-04,TEX,TBR,Rangers at Rays,12:00 AM,2025-06-04 04:00:00+00:00
2025-06-05,TEX,TBR,Rangers at Rays,12:00 AM,2025-06-05 04:00:00+00:00
2025-06-06,MIA,TBR,Marlins at Rays,12:00 AM,2025-06-06 04:00:00+00:00
2025-06-07,MIA,TBR,Marlins at Rays,12:00 AM,2025-06-07 04:00:00+00:00
2025-06-08,MIA,TBR,Marlins at Rays,12:00 AM,2025-06-08 04:00:00+00:00
2025-06-09,TBR,BOS,Rays at Red Sox,07:10 PM,2025-06-09 23:10:00+00:00
2025-06-10,TBR,BOS,Rays at Red Sox,07:10 PM,2025-06-10 23:10:00+00:00
2025-06-11,TBR,BOS,Rays at Red Sox,07:10 PM,2025-06-11 23:10:00+00:00
2025-06-13,TBR,NYM,Rays at Mets,07:10 PM,2025-06-13 23:10:00+00:00
2025-06-14,TBR,NYM,Rays at Mets,04:10 PM,2025-06-14 20:10:00+00:00
2025-06-15,TBR,NYM,Rays at Mets,01:40 PM,2025-06-15 17:40:00+00:00
2025-06-20,DET,TBR,Tigers at Rays,12:00 AM,2025-06-20 04:00:00+00:00
2025-06-21,DET,TBR,Tigers at Rays,12:00 AM,2025-06-21 04:00:00+00:00
2025-06-22,DET,TBR,Tigers at Rays,12:00 AM,2025-06-22 04:00:00+00:00
2025-06-24,TBR,KCR,Rays at Royals,07:40 PM,2025-06-24 23:40:00+00:00
2025-06-25,TBR,KCR,Rays at Royals,07:40 PM,2025-06-25 23:40:00+00:00
2025-06-26,TBR,KCR,Rays at Royals,02:10 PM,2025-06-26 18:10:00+00:00
2025-06-30,ATH,TBR,Athletics at Rays,12:00 AM,2025-06-30 04:00:00+00:00
2025-07-01,ATH,TBR,Athletics at Rays,12:00 AM,2025-07-01 04:00:00+00:00
2025-07-02,ATH,TBR,Athletics at Rays,12:00 AM,2025-07-02 04:00:00+00:00
2025-07-04,TBR,MIN,Rays at Twins,04:10 PM,2025-07-04 20:10:00+00:00
2025-07-05,TBR,MIN,Rays at Twins,02:10 PM,2025-07-05 18:10:00+00:00
2025-07-06,TBR,MIN,Rays at Twins,02:10 PM,2025-07-06 18:10:00+00:00
2025-07-07,TBR,DET,Rays at Tigers,06:40 PM,2025-07-07 22:40:00+00:00
2025-07-08,TBR,DET,Rays at Tigers,06:40 PM,2025-07-08 22:40:00+00:00
2025-07-09,TBR,DET,Rays at Tigers,01:10 PM,2025-07-09 17:10:00+00:00
2025-07-10,TBR,BOS,Rays at Red Sox,07:10 PM,2025-07-10 23:10:00+00:00
2025-07-11,TBR,BOS,Rays at Red Sox,07:10 PM,2025-07-11 23:10:00+00:00
2025-07-12,TBR,BOS,Rays at Red Sox,04:10 PM,2025-07-12 20:10:00+00:00
2025-07-13,TBR,BOS,Rays at Red Sox,01:35 PM,2025-07-13 17:35:00+00:00
2025-07-21,CHW,TBR,White Sox at Rays,12:00 AM,2025-07-21 04:00:00+00:00
2025-07-22,CHW,TBR,White Sox at Rays,12:00 AM,2025-07-22 04:00:00+00:00
2025-07-23,CHW,TBR,White Sox at Rays,12:00 AM,2025-07-23 04:00:00+00:00
2025-07-25,TBR,CIN,Rays at Reds,07:10 PM,2025-07-25 23:10:00+00:00
2025-07-26,TBR,CIN,Rays at Reds,06:40 PM,2025-07-26 22:40:00+00:00
2025-07-27,TBR,CIN,Rays at Reds,01:40 PM,2025-07-27 17:40:00+00:00
2025-07-28,TBR,NYY,Rays at Yankees,07:05 PM,2025-07-28 23:05:00+00:00
2025-07-29,TBR,NYY,Rays at Yankees,07:05 PM,2025-07-29 23:05:00+00:00
2025-07-30,TBR,NYY,Rays at Yankees,07:05 PM,2025-07-30 23:05:00+00:00
2025-07-31,TBR,NYY,Rays at Yankees,12:00 AM,2025-07-31 04:00:00+00:00
2025-08-01,LAD,TBR,Dodgers at Rays,12:00 AM,2025-08-01 04:00:00+00:00
2025-08-02,LAD,TBR,Dodgers at Rays,12:00 AM,2025-08-02 04:00:00+00:00
2025-08-03,LAD,TBR,Dodgers at Rays,12:00 AM,2025-08-03 04:00:00+00:00
2025-08-04,TBR,LAA,Rays at Angels,09:38 PM,2025-08-05 01:38:00+00:00
2025-08-05,TBR,LAA,Rays at Angels,09:38 PM,2025-08-06 01:38:00+00:00
2025-08-06,TBR,LAA,Rays at Angels,04:07 PM,2025-08-06 20:07:00+00:00
2025-08-08,TBR,SEA,Rays at Mariners,09:40 PM,2025-08-09 01:40:00+00:00
2025-08-09,TBR,SEA,Rays at Mariners,09:40 PM,2025-08-10 01:40:00+00:00
2025-08-10,TBR,SEA,Rays at Mariners,04:10 PM,2025-08-10 20:10:00+00:00
2025-08-11,TBR,ATH,Rays at Athletics,10:05 PM,2025-08-12 02:05:00+00:00
2025-08-12,TBR,ATH,Rays at Athletics,10:05 PM,2025-08-13 02:05:00+00:00
2025-08-13,TBR,ATH,Rays at Athletics,10:05 PM,2025-08-14 02:05:00+00:00
2025-08-15,TBR,SFG,Rays at Giants,10:15 PM,2025-08-16 02:15:00+00:00
2025-08-16,TBR,SFG,Rays at Giants,12:00 AM,2025-08-16 04:00:00+00:00
2025-08-17,TBR,SFG,Rays at Giants,04:05 PM,2025-08-17 20:05:00+00:00
2025-08-19,NYY,TBR,Yankees at Rays,12:00 AM,2025-08-19 04:00:00+00:00
2025-08-20,NYY,TBR,Yankees at Rays,12:00 AM,2025-08-20 04:00:00+00:00
2025-08-22,STL,TBR,Cardinals at Rays,12:00 AM,2025-08-22 04:00:00+00:00
2025-08-23,STL,TBR,Cardinals at Rays,12:00 AM,2025-08-23 04:00:00+00:00
2025-08-24,STL,TBR,Cardinals at Rays,12:00 AM,2025-08-24 04:00:00+00:00
2025-08-25,TBR,CLE,Rays at Guardians,12:00 AM,2025-08-25 04:00:00+00:00
2025-08-26,TBR,CLE,Rays at Guardians,12:00 AM,2025-08-26 04:00:00+00:00
2025-08-27,TBR,CLE,Rays at Guardians,12:00 AM,2025-08-27 04:00:00+00:00
2025-08-29,TBR,WSN,Rays at Nationals,06:45 PM,2025-08-29 22:45:00+00:00
2025-08-30,TBR,WSN,Rays at Nationals,04:05 PM,2025-08-30 20:05:00+00:00
2025-08-31,TBR,WSN,Rays at Nationals,01:35 PM,2025-08-31 17:35:00+00:00
2025-09-01,SEA,TBR,Mariners at Rays,12:00 AM,2025-09-01 04:00:00+00:00
2025-09-02,SEA,TBR,Mariners at Rays,12:00 AM,2025-09-02 04:00:00+00:00
2025-09-03,SEA,TBR,Mariners at Rays,12:00 AM,2025-09-03 04:00:00+00:00
2025-09-04,CLE,TBR,Guardians at Rays,12:00 AM,2025-09-04 04:00:00+00:00
2025-09-05,CLE,TBR,Guardians at Rays,12:00 AM,2025-09-05 04:00:00+00:00
2025-09-06,CLE,TBR,Guardians at Rays,12:00 AM,2025-09-06 04:00:00+00:00
2025-09-07,CLE,TBR,Guardians at Rays,12:00 AM,2025-09-07 04:00:00+00:00
2025-09-09,TBR,CHW,Rays at White Sox,12:00 AM,2025-09-09 04:00:00+00:00
2025-09-10,TBR,CHW,Rays at White Sox,12:00 AM,2025-09-10 04:00:00+00:00
2025-09-11,TBR,CHW,Rays at White Sox,12:00 AM,2025-09-11 04:00:00+00:00
2025-09-12,TBR,CHC,Rays at Cubs,02:20 PM,2025-09-12 18:20:00+00:00
2025-09-13,TBR,CHC,Rays at Cubs,02:20 PM,2025-09-13 18:20:00+00:00
2025-09-14,TBR,CHC,Rays at Cubs,02:20 PM,2025-09-14 18:20:00+00:00
2025-09-19,BOS,TBR,Red Sox at Rays,12:00 AM,2025-09-19 04:00:00+00:00
2025-09-20,BOS,TBR,Red Sox at Rays,12:00 AM,2025-09-20 04:00:00+00:00
2025-09-21,BOS,TBR,Red Sox at Rays,12:00 AM,2025-09-21 04:00:00+00:00
2025-03-27,BOS,TEX,Red Sox at Rangers,04:05 PM,2025-03-27 20:05:00+00:00
2025-03-28,BOS,TEX,Red Sox at Rangers,08:05 PM,2025-03-29 00:05:00+00:00
2025-03-29,BOS,TEX,Red Sox at Rangers,07:05 PM,2025-03-29 23:05:00+00:00
2025-03-30,BOS,TEX,Red Sox at Rangers,02:35 PM,2025-03-30 18:35:00+00:00
2025-04-04,STL,BOS,Cardinals at Red Sox,02:10 PM,2025-04-04 18:10:00+00:00
2025-04-05,STL,BOS,Cardinals at Red Sox,04:10 PM,2025-04-05 20:10:00+00:00
2025-04-06,STL,BOS,Cardinals at Red Sox,12:00 AM,2025-04-06 04:00:00+00:00
2025-04-11,BOS,CHW,Red Sox at White Sox,12:00 AM,2025-04-11 04:00:00+00:00
2025-04-12,BOS,CHW,Red Sox at White Sox,12:00 AM,2025-04-12 04:00:00+00:00
2025-04-13,BOS,CHW,Red Sox at White Sox,12:00 AM,2025-04-13 04:00:00+00:00
2025-04-18,CHW,BOS,White Sox at Red Sox,07:10 PM,2025-04-18 23:10:00+00:00
2025-04-19,CHW,BOS,White Sox at Red Sox,04:10 PM,2025-04-19 20:10:00+00:00
2025-04-20,CHW,BOS,White Sox at Red Sox,01:35 PM,2025-04-20 17:35:00+00:00
2025-04-21,CHW,BOS,White Sox at Red Sox,11:10 AM,2025-04-21 15:10:00+00:00
2025-04-22,SEA,BOS,Mariners at Red Sox,06:45 PM,2025-04-22 22:45:00+00:00
2025-04-23,SEA,BOS,Mariners at Red Sox,06:45 PM,2025-04-23 22:45:00+00:00
2025-04-24,SEA,BOS,Mariners at Red Sox,01:35 PM,2025-04-24 17:35:00+00:00
2025-04-25,BOS,CLE,Red Sox at Guardians,12:00 AM,2025-04-25 04:00:00+00:00
2025-04-26,BOS,CLE,Red Sox at Guardians,12:00 AM,2025-04-26 04:00:00+00:00
2025-04-27,BOS,CLE,Red Sox at Guardians,12:00 AM,2025-04-27 04:00:00+00:00
2025-05-02,MIN,BOS,Twins at Red Sox,07:10 PM,2025-05-02 23:10:00+00:00
2025-05-03,MIN,BOS,Twins at Red Sox,04:10 PM,2025-05-03 20:10:00+00:00
2025-05-04,MIN,BOS,Twins at Red Sox,01:35 PM,2025-05-04 17:35:00+00:00
2025-05-06,TEX,BOS,Rangers at Red Sox,06:45 PM,2025-05-06 22:45:00+00:00
2025-05-07,TEX,BOS,Rangers at Red Sox,06:45 PM,2025-05-07 22:45:00+00:00
2025-05-08,TEX,BOS,Rangers at Red Sox,01:35 PM,2025-05-08 17:35:00+00:00
2025-05-09,BOS,KCR,Red Sox at Royals,07:40 PM,2025-05-09 23:40:00+00:00
2025-05-10,BOS,KCR,Red Sox at Royals,07:10 PM,2025-05-10 23:10:00+00:00
2025-05-11,BOS,KCR,Red Sox at Royals,02:10 PM,2025-05-11 18:10:00+00:00
2025-05-12,BOS,DET,Red Sox at Tigers,06:40 PM,2025-05-12 22:40:00+00:00
2025-05-13,BOS,DET,Red Sox at Tigers,06:40 PM,2025-05-13 22:40:00+00:00
2025-05-14,BOS,DET,Red Sox at Tigers,06:40 PM,2025-05-14 22:40:00+00:00
2025-05-16,ATL,BOS,Braves at Red Sox,07:10 PM,2025-05-16 23:10:00+00:00
2025-05-17,ATL,BOS,Braves at Red Sox,07:15 PM,2025-05-17 23:15:00+00:00
2025-05-18,ATL,BOS,Braves at Red Sox,01:35 PM,2025-05-18 17:35:00+00:00
2025-05-19,NYM,BOS,Mets at Red Sox,06:45 PM,2025-05-19 22:45:00+00:00
2025-05-20,NYM,BOS,Mets at Red Sox,06:45 PM,2025-05-20 22:45:00+00:00
2025-05-21,NYM,BOS,Mets at Red Sox,06:45 PM,2025-05-21 22:45:00+00:00
2025-05-26,BOS,MIL,Red Sox at Brewers,02:10 PM,2025-05-26 18:10:00+00:00
2025-05-27,BOS,MIL,Red Sox at Brewers,07:40 PM,2025-05-27 23:40:00+00:00
2025-05-28,BOS,MIL,Red Sox at Brewers,01:10 PM,2025-05-28 17:10:00+00:00
2025-05-30,BOS,ATL,Red Sox at Braves,07:15 PM,2025-05-30 23:15:00+00:00
2025-05-31,BOS,ATL,Red Sox at Braves,04:10 PM,2025-05-31 20:10:00+00:00
2025-06-01,BOS,ATL,Red Sox at Braves,01:35 PM,2025-06-01 17:35:00+00:00
2025-06-02,LAA,BOS,Angels at Red Sox,07:10 PM,2025-06-02 23:10:00+00:00
2025-06-03,LAA,BOS,Angels at Red Sox,07:10 PM,2025-06-03 23:10:00+00:00
2025-06-04,LAA,BOS,Angels at Red Sox,01:35 PM,2025-06-04 17:35:00+00:00
2025-06-06,BOS,NYY,Red Sox at Yankees,07:05 PM,2025-06-06 23:05:00+00:00
2025-06-07,BOS,NYY,Red Sox at Yankees,07:35 PM,2025-06-07 23:35:00+00:00
2025-06-08,BOS,NYY,Red Sox at Yankees,12:00 AM,2025-06-08 04:00:00+00:00
2025-06-13,NYY,BOS,Yankees at Red Sox,07:10 PM,2025-06-13 23:10:00+00:00
2025-06-14,NYY,BOS,Yankees at Red Sox,07:15 PM,2025-06-14 23:15:00+00:00
2025-06-15,NYY,BOS,Yankees at Red Sox,12:00 AM,2025-06-15 04:00:00+00:00
2025-06-16,BOS,SEA,Red Sox at Mariners,09:40 PM,2025-06-17 01:40:00+00:00
2025-06-17,BOS,SEA,Red Sox at Mariners,09:40 PM,2025-06-18 01:40:00+00:00
2025-06-18,BOS,SEA,Red Sox at Mariners,04:10 PM,2025-06-18 20:10:00+00:00
2025-06-20,BOS,SFG,Red Sox at Giants,10:15 PM,2025-06-21 02:15:00+00:00
2025-06-21,BOS,SFG,Red Sox at Giants,12:00 AM,2025-06-21 04:00:00+00:00
2025-06-22,BOS,SFG,Red Sox at Giants,04:05 PM,2025-06-22 20:05:00+00:00
2025-06-23,BOS,LAA,Red Sox at Angels,09:38 PM,2025-06-24 01:38:00+00:00
2025-06-24,BOS,LAA,Red Sox at Angels,09:38 PM,2025-06-25 01:38:00+00:00
2025-06-25,BOS,LAA,Red Sox at Angels,04:07 PM,2025-06-25 20:07:00+00:00
2025-06-30,CIN,BOS,Reds at Red Sox,07:10 PM,2025-06-30 23:10:00+00:00
2025-07-01,CIN,BOS,Reds at Red Sox,07:10 PM,2025-07-01 23:10:00+00:00
2025-07-02,CIN,BOS,Reds at Red Sox,07:10 PM,2025-07-02 23:10:00+00:00
2025-07-04,BOS,WSN,Red Sox at Nationals,11:05 AM,2025-07-04 15:05:00+00:00
2025-07-05,BOS,WSN,Red Sox at Nationals,04:05 PM,2025-07-05 20:05:00+00:00
2025-07-06,BOS,WSN,Red Sox at Nationals,01:35 PM,2025-07-06 17:35:00+00:00
2025-07-07,COL,BOS,Rockies at Red Sox,07:10 PM,2025-07-07 23:10:00+00:00
2025-07-08,COL,BOS,Rockies at Red Sox,07:10 PM,2025-07-08 23:10:00+00:00
2025-07-09,COL,BOS,Rockies at Red Sox,07:10 PM,2025-07-09 23:10:00+00:00
2025-07-18,BOS,CHC,Red Sox at Cubs,02:20 PM,2025-07-18 18:20:00+00:00
2025-07-19,BOS,CHC,Red Sox at Cubs,07:15 PM,2025-07-19 23:15:00+00:00
2025-07-20,BOS,CHC,Red Sox at Cubs,02:20 PM,2025-07-20 18:20:00+00:00
2025-07-21,BOS,PHI,Red Sox at Phillies,06:45 PM,2025-07-21 22:45:00+00:00
2025-07-22,BOS,PHI,Red Sox at Phillies,06:45 PM,2025-07-22 22:45:00+00:00
2025-07-23,BOS,PHI,Red Sox at Phillies,06:05 PM,2025-07-23 22:05:00+00:00
2025-07-25,LAD,BOS,Dodgers at Red Sox,07:10 PM,2025-07-25 23:10:00+00:00
2025-07-26,LAD,BOS,Dodgers at Red Sox,07:15 PM,2025-07-26 23:15:00+00:00
2025-07-27,LAD,BOS,Dodgers at Red Sox,12:00 AM,2025-07-27 04:00:00+00:00
2025-07-28,BOS,MIN,Red Sox at Twins,07:40 PM,2025-07-28 23:40:00+00:00
2025-07-29,BOS,MIN,Red Sox at Twins,07:40 PM,2025-07-29 23:40:00+00:00
2025-07-30,BOS,MIN,Red Sox at Twins,01:10 PM,2025-07-30 17:10:00+00:00
2025-08-01,HOU,BOS,Astros at Red Sox,07:10 PM,2025-08-01 23:10:00+00:00
2025-08-02,HOU,BOS,Astros at Red Sox,04:10 PM,2025-08-02 20:10:00+00:00
2025-08-03,HOU,BOS,Astros at Red Sox,01:35 PM,2025-08-03 17:35:00+00:00
2025-08-04,KCR,BOS,Royals at Red Sox,07:10 PM,2025-08-04 23:10:00+00:00
2025-08-05,KCR,BOS,Royals at Red Sox,07:10 PM,2025-08-05 23:10:00+00:00
2025-08-06,KCR,BOS,Royals at Red Sox,07:10 PM,2025-08-06 23:10:00+00:00
2025-08-08,BOS,SDP,Red Sox at Padres,09:40 PM,2025-08-09 01:40:00+00:00
2025-08-09,BOS,SDP,Red Sox at Padres,08:40 PM,2025-08-10 00:40:00+00:00
2025-08-10,BOS,SDP,Red Sox at Padres,04:10 PM,2025-08-10 20:10:00+00:00
2025-08-11,BOS,HOU,Red Sox at Astros,12:00 AM,2025-08-11 04:00:00+00:00
2025-08-12,BOS,HOU,Red Sox at Astros,12:00 AM,2025-08-12 04:00:00+00:00
2025-08-13,BOS,HOU,Red Sox at Astros,12:00 AM,2025-08-13 04:00:00+00:00
2025-08-15,MIA,BOS,Marlins at Red Sox,07:10 PM,2025-08-15 23:10:00+00:00
2025-08-16,MIA,BOS,Marlins at Red Sox,04:10 PM,2025-08-16 20:10:00+00:00
2025-08-17,MIA,BOS,Marlins at Red Sox,01:35 PM,2025-08-17 17:35:00+00:00
2025-08-21,BOS,NYY,Red Sox at Yankees,07:15 PM,2025-08-21 23:15:00+00:00
2025-08-22,BOS,NYY,Red Sox at Yankees,07:05 PM,2025-08-22 23:05:00+00:00
2025-08-23,BOS,NYY,Red Sox at Yankees,01:05 PM,2025-08-23 17:05:00+00:00
2025-08-24,BOS,NYY,Red Sox at Yankees,12:00 AM,2025-08-24 04:00:00+00:00
2025-08-29,PIT,BOS,Pirates at Red Sox,07:10 PM,2025-08-29 23:10:00+00:00
2025-08-30,PIT,BOS,Pirates at Red Sox,04:10 PM,2025-08-30 20:10:00+00:00
2025-08-31,PIT,BOS,Pirates at Red Sox,01:35 PM,2025-08-31 17:35:00+00:00
2025-09-01,CLE,BOS,Guardians at Red Sox,01:35 PM,2025-09-01 17:35:00+00:00
2025-09-02,CLE,BOS,Guardians at Red Sox,06:45 PM,2025-09-02 22:45:00+00:00
2025-09-03,CLE,BOS,Guardians at Red Sox,06:45 PM,2025-09-03 22:45:00+00:00
2025-09-05,BOS,ARI,Red Sox at D-backs,09:40 PM,2025-09-06 01:40:00+00:00
2025-09-06,BOS,ARI,Red Sox at D-backs,08:10 PM,2025-09-07 00:10:00+00:00
2025-09-07,BOS,ARI,Red Sox at D-backs,04:10 PM,2025-09-07 20:10:00+00:00
2025-09-08,BOS,ATH,Red Sox at Athletics,10:05 PM,2025-09-09 02:05:00+00:00
2025-09-09,BOS,ATH,Red Sox at Athletics,10:05 PM,2025-09-10 02:05:00+00:00
2025-09-10,BOS,ATH,Red Sox at Athletics,03:35 PM,2025-09-10 19:35:00+00:00
2025-09-12,NYY,BOS,Yankees at Red Sox,07:10 PM,2025-09-12 23:10:00+00:00
2025-09-13,NYY,BOS,Yankees at Red Sox,04:10 PM,2025-09-13 20:10:00+00:00
2025-09-14,NYY,BOS,Yankees at Red Sox,01:35 PM,2025-09-14 17:35:00+00:00
2025-09-16,ATH,BOS,Athletics at Red Sox,06:45 PM,2025-09-16 22:45:00+00:00
2025-09-17,ATH,BOS,Athletics at Red Sox,06:45 PM,2025-09-17 22:45:00+00:00
