START DATE,away,home,SUBJECT
2022-08-12,CLE,TOR,Guardians at Blue Jays
2022-08-13,CLE,TOR,Guardians at Blue Jays
2022-08-14,CLE,TOR,Guardians at Blue Jays
2022-08-15,BAL,TOR,Orioles at Blue Jays
2022-08-16,BAL,TOR,Orioles at Blue Jays
2022-08-17,BAL,TOR,Orioles at Blue Jays
2022-08-26,LAA,TOR,Angels at Blue Jays
2022-08-27,LAA,TOR,Angels at Blue Jays
2022-08-28,LAA,TOR,Angels at Blue Jays
2022-08-29,CHC,TOR,Cubs at Blue Jays
2022-08-30,CHC,TOR,Cubs at Blue Jays
2022-08-31,CHC,TOR,Cubs at Blue Jays
2022-09-12,TBR,TOR,Rays at Blue Jays
2022-09-13,TBR,TOR,Rays at Blue Jays
2022-09-14,TBR,TOR,Rays at Blue Jays
2022-09-16,BAL,TOR,Orioles at Blue Jays
2022-09-17,BAL,TOR,Orioles at Blue Jays
2022-09-18,BAL,TOR,Orioles at Blue Jays
2022-09-26,NYY,TOR,Yankees at Blue Jays
2022-09-27,NYY,TOR,Yankees at Blue Jays
2022-09-28,NYY,TOR,Yankees at Blue Jays
2022-09-30,BOS,TOR,Red Sox at Blue Jays
2022-10-01,BOS,TOR,Red Sox at Blue Jays
2022-10-02,BOS,TOR,Red Sox at Blue Jays
2022-03-31,TOR,BAL,Blue Jays at Orioles
2022-04-02,TOR,BAL,Blue Jays at Orioles
2022-04-03,TOR,BAL,Blue Jays at Orioles
2022-04-11,MIL,BAL,Brewers at Orioles
2022-04-12,MIL,BAL,Brewers at Orioles
2022-04-13,MIL,BAL,Brewers at Orioles
2022-04-15,NYY,BAL,Yankees at Orioles
2022-04-16,NYY,BAL,Yankees at Orioles
2022-04-17,NYY,BAL,Yankees at Orioles
2022-04-29,BOS,BAL,Red Sox at Orioles
2022-04-30,BOS,BAL,Red Sox at Orioles
2022-05-01,BOS,BAL,Red Sox at Orioles
2022-05-02,MIN,BAL,Twins at Orioles
2022-05-03,MIN,BAL,Twins at Orioles
2022-05-04,MIN,BAL,Twins at Orioles
2022-05-05,MIN,BAL,Twins at Orioles
2022-05-06,KCR,BAL,Royals at Orioles
2022-05-07,KCR,BAL,Royals at Orioles
2022-05-08,KCR,BAL,Royals at Orioles
2022-05-16,NYY,BAL,Yankees at Orioles
2022-05-17,NYY,BAL,Yankees at Orioles
2022-05-18,NYY,BAL,Yankees at Orioles
2022-05-19,NYY,BAL,Yankees at Orioles
2022-05-20,TBR,BAL,Rays at Orioles
2022-05-21,TBR,BAL,Rays at Orioles
2022-05-22,TBR,BAL,Rays at Orioles
2022-05-31,SEA,BAL,Mariners at Orioles
2022-06-01,SEA,BAL,Mariners at Orioles
2022-06-02,SEA,BAL,Mariners at Orioles
2022-06-03,CLE,BAL,Guardians at Orioles
2022-06-04,CLE,BAL,Guardians at Orioles
2022-06-05,CLE,BAL,Guardians at Orioles
2022-06-07,CHC,BAL,Cubs at Orioles
2022-06-08,CHC,BAL,Cubs at Orioles
2022-06-17,TBR,BAL,Rays at Orioles
2022-06-18,TBR,BAL,Rays at Orioles
2022-06-19,TBR,BAL,Rays at Orioles
2022-06-21,WSN,BAL,Nationals at Orioles
2022-06-22,WSN,BAL,Nationals at Orioles
2022-07-04,TEX,BAL,Rangers at Orioles
2022-07-05,TEX,BAL,Rangers at Orioles
2022-07-06,TEX,BAL,Rangers at Orioles
2022-07-07,LAA,BAL,Angels at Orioles
2022-07-08,LAA,BAL,Angels at Orioles
2022-07-09,LAA,BAL,Angels at Orioles
2022-07-10,LAA,BAL,Angels at Orioles
2022-07-22,NYY,BAL,Yankees at Orioles
2022-07-23,NYY,BAL,Yankees at Orioles
2022-07-24,NYY,BAL,Yankees at Orioles
2022-07-25,TBR,BAL,Rays at Orioles
2022-07-26,TBR,BAL,Rays at Orioles
2022-07-27,TBR,BAL,Rays at Orioles
2022-07-28,TBR,BAL,Rays at Orioles
2022-08-05,PIT,BAL,Pirates at Orioles
2022-08-06,PIT,BAL,Pirates at Orioles
2022-08-07,PIT,BAL,Pirates at Orioles
2022-08-08,TOR,BAL,Blue Jays at Orioles
2022-08-09,TOR,BAL,Blue Jays at Orioles
2022-08-10,TOR,BAL,Blue Jays at Orioles
2022-08-19,BOS,BAL,Red Sox at Orioles
2022-08-20,BOS,BAL,Red Sox at Orioles
2022-08-21,BOS,BAL,Red Sox at Orioles
2022-08-23,CHW,BAL,White Sox at Orioles
2022-08-24,CHW,BAL,White Sox at Orioles
2022-08-25,CHW,BAL,White Sox at Orioles
2022-09-02,OAK,BAL,Athletics at Orioles
2022-09-03,OAK,BAL,Athletics at Orioles
2022-09-04,OAK,BAL,Athletics at Orioles
2022-09-05,TOR,BAL,Blue Jays at Orioles
2022-09-06,TOR,BAL,Blue Jays at Orioles
2022-09-07,TOR,BAL,Blue Jays at Orioles
2022-09-09,BOS,BAL,Red Sox at Orioles
2022-09-10,BOS,BAL,Red Sox at Orioles
2022-09-11,BOS,BAL,Red Sox at Orioles
2022-09-19,DET,BAL,Tigers at Orioles
2022-09-20,DET,BAL,Tigers at Orioles
2022-09-21,DET,BAL,Tigers at Orioles
2022-09-22,HOU,BAL,Astros at Orioles
2022-09-23,HOU,BAL,Astros at Orioles
2022-09-24,HOU,BAL,Astros at Orioles
2022-09-25,HOU,BAL,Astros at Orioles
2022-04-08,BAL,TBR,Orioles at Rays
2022-04-09,BAL,TBR,Orioles at Rays
2022-04-10,BAL,TBR,Orioles at Rays
2022-04-11,OAK,TBR,Athletics at Rays
2022-04-12,OAK,TBR,Athletics at Rays
2022-04-13,OAK,TBR,Athletics at Rays
2022-04-14,OAK,TBR,Athletics at Rays
2022-04-22,BOS,TBR,Red Sox at Rays
2022-04-23,BOS,TBR,Red Sox at Rays
2022-04-24,BOS,TBR,Red Sox at Rays
2022-04-26,SEA,TBR,Mariners at Rays
2022-04-27,SEA,TBR,Mariners at Rays
2022-04-28,SEA,TBR,Mariners at Rays
2022-04-29,MIN,TBR,Twins at Rays
2022-04-30,MIN,TBR,Twins at Rays
2022-05-01,MIN,TBR,Twins at Rays
2022-05-13,TOR,TBR,Blue Jays at Rays
2022-05-14,TOR,TBR,Blue Jays at Rays
2022-05-15,TOR,TBR,Blue Jays at Rays
2022-05-16,DET,TBR,Tigers at Rays
2022-05-17,DET,TBR,Tigers at Rays
2022-05-18,DET,TBR,Tigers at Rays
2022-05-24,MIA,TBR,Marlins at Rays
2022-05-25,MIA,TBR,Marlins at Rays
2022-05-26,NYY,TBR,Yankees at Rays
2022-05-27,NYY,TBR,Yankees at Rays
2022-05-28,NYY,TBR,Yankees at Rays
2022-05-29,NYY,TBR,Yankees at Rays
2022-06-03,CHW,TBR,White Sox at Rays
2022-06-04,CHW,TBR,White Sox at Rays
2022-06-05,CHW,TBR,White Sox at Rays
2022-06-07,STL,TBR,Cardinals at Rays
2022-06-08,STL,TBR,Cardinals at Rays
2022-06-09,STL,TBR,Cardinals at Rays
2022-06-20,NYY,TBR,Yankees at Rays
2022-06-21,NYY,TBR,Yankees at Rays
2022-06-22,NYY,TBR,Yankees at Rays
2022-06-24,PIT,TBR,Pirates at Rays
2022-06-25,PIT,TBR,Pirates at Rays
2022-06-26,PIT,TBR,Pirates at Rays
2022-06-28,MIL,TBR,Brewers at Rays
2022-06-29,MIL,TBR,Brewers at Rays
2022-07-11,BOS,TBR,Red Sox at Rays
2022-07-12,BOS,TBR,Red Sox at Rays
2022-07-13,BOS,TBR,Red Sox at Rays
2022-07-14,BOS,TBR,Red Sox at Rays
2022-07-15,BAL,TBR,Orioles at Rays
2022-07-16,BAL,TBR,Orioles at Rays
2022-07-17,BAL,TBR,Orioles at Rays
2022-07-29,CLE,TBR,Guardians at Rays
2022-07-30,CLE,TBR,Guardians at Rays
2022-07-31,CLE,TBR,Guardians at Rays
2022-08-02,TOR,TBR,Blue Jays at Rays
2022-08-03,TOR,TBR,Blue Jays at Rays
2022-08-12,BAL,TBR,Orioles at Rays
2022-08-13,BAL,TBR,Orioles at Rays
2022-08-14,BAL,TBR,Orioles at Rays
2022-08-18,KCR,TBR,Royals at Rays
2022-08-19,KCR,TBR,Royals at Rays
2022-08-20,KCR,TBR,Royals at Rays
2022-08-21,KCR,TBR,Royals at Rays
2022-08-22,LAA,TBR,Angels at Rays
2022-08-23,LAA,TBR,Angels at Rays
2022-08-24,LAA,TBR,Angels at Rays
2022-08-25,LAA,TBR,Angels at Rays
2022-09-02,NYY,TBR,Yankees at Rays
2022-09-03,NYY,TBR,Yankees at Rays
2022-09-04,NYY,TBR,Yankees at Rays
2022-09-05,BOS,TBR,Red Sox at Rays
2022-09-06,BOS,TBR,Red Sox at Rays
2022-09-07,BOS,TBR,Red Sox at Rays
2022-09-16,TEX,TBR,Rangers at Rays
2022-09-17,TEX,TBR,Rangers at Rays
2022-09-18,TEX,TBR,Rangers at Rays
2022-09-19,HOU,TBR,Astros at Rays
2022-09-20,HOU,TBR,Astros at Rays
2022-09-21,HOU,TBR,Astros at Rays
2022-09-22,TOR,TBR,Blue Jays at Rays
2022-09-23,TOR,TBR,Blue Jays at Rays
2022-09-24,TOR,TBR,Blue Jays at Rays
2022-09-25,TOR,TBR,Blue Jays at Rays
2022-03-31,TBR,BOS,Rays at Red Sox
2022-04-02,TBR,BOS,Rays at Red Sox
2022-04-03,TBR,BOS,Rays at Red Sox
2022-04-04,BAL,BOS,Orioles at Red Sox
2022-04-05,BAL,BOS,Orioles at Red Sox
2022-04-06,BAL,BOS,Orioles at Red Sox
2022-04-15,MIN,BOS,Twins at Red Sox
2022-04-16,MIN,BOS,Twins at Red Sox
2022-04-17,MIN,BOS,Twins at Red Sox
2022-04-18,MIN,BOS,Twins at Red Sox
2022-04-19,TOR,BOS,Blue Jays at Red Sox
2022-04-20,TOR,BOS,Blue Jays at Red Sox
2022-04-21,TOR,BOS,Blue Jays at Red Sox
2022-05-03,LAA,BOS,Angels at Red Sox
2022-05-04,LAA,BOS,Angels at Red Sox
2022-05-05,LAA,BOS,Angels at Red Sox
2022-05-06,CHW,BOS,White Sox at Red Sox
2022-05-07,CHW,BOS,White Sox at Red Sox
2022-05-08,CHW,BOS,White Sox at Red Sox
2022-05-16,HOU,BOS,Astros at Red Sox
2022-05-17,HOU,BOS,Astros at Red Sox
2022-05-18,HOU,BOS,Astros at Red Sox
2022-05-19,SEA,BOS,Mariners at Red Sox
2022-05-20,SEA,BOS,Mariners at Red Sox
2022-05-21,SEA,BOS,Mariners at Red Sox
2022-05-22,SEA,BOS,Mariners at Red Sox
2022-05-27,BAL,BOS,Orioles at Red Sox
2022-05-28,BAL,BOS,Orioles at Red Sox
2022-05-29,BAL,BOS,Orioles at Red Sox
2022-05-30,BAL,BOS,Orioles at Red Sox
2022-05-31,CIN,BOS,Reds at Red Sox
2022-06-01,CIN,BOS,Reds at Red Sox
2022-06-14,OAK,BOS,Athletics at Red Sox
2022-06-15,OAK,BOS,Athletics at Red Sox
2022-06-16,OAK,BOS,Athletics at Red Sox
2022-06-17,STL,BOS,Cardinals at Red Sox
2022-06-18,STL,BOS,Cardinals at Red Sox
2022-06-19,STL,BOS,Cardinals at Red Sox
2022-06-20,DET,BOS,Tigers at Red Sox
2022-06-21,DET,BOS,Tigers at Red Sox
2022-06-22,DET,BOS,Tigers at Red Sox
2022-07-04,TBR,BOS,Rays at Red Sox
2022-07-05,TBR,BOS,Rays at Red Sox
2022-07-06,TBR,BOS,Rays at Red Sox
2022-07-07,NYY,BOS,Yankees at Red Sox
2022-07-08,NYY,BOS,Yankees at Red Sox
2022-07-09,NYY,BOS,Yankees at Red Sox
2022-07-10,NYY,BOS,Yankees at Red Sox
2022-07-22,TOR,BOS,Blue Jays at Red Sox
2022-07-23,TOR,BOS,Blue Jays at Red Sox
2022-07-24,TOR,BOS,Blue Jays at Red Sox
2022-07-25,CLE,BOS,Guardians at Red Sox
2022-07-26,CLE,BOS,Guardians at Red Sox
2022-07-27,CLE,BOS,Guardians at Red Sox
2022-07-28,CLE,BOS,Guardians at Red Sox
2022-07-29,MIL,BOS,Brewers at Red Sox
2022-07-30,MIL,BOS,Brewers at Red Sox
2022-07-31,MIL,BOS,Brewers at Red Sox
2022-08-09,ATL,BOS,Braves at Red Sox
2022-08-10,ATL,BOS,Braves at Red Sox
2022-08-12,NYY,BOS,Yankees at Red Sox
2022-08-13,NYY,BOS,Yankees at Red Sox
2022-08-14,NYY,BOS,Yankees at Red Sox
2022-08-23,TOR,BOS,Blue Jays at Red Sox
2022-08-24,TOR,BOS,Blue Jays at Red Sox
2022-08-25,TOR,BOS,Blue Jays at Red Sox
2022-08-26,TBR,BOS,Rays at Red Sox
2022-08-27,TBR,BOS,Rays at Red Sox
2022-08-28,TBR,BOS,Rays at Red Sox
2022-09-01,TEX,BOS,Rangers at Red Sox
2022-09-02,TEX,BOS,Rangers at Red Sox
2022-09-03,TEX,BOS,Rangers at Red Sox
2022-09-04,TEX,BOS,Rangers at Red Sox
2022-09-13,NYY,BOS,Yankees at Red Sox
2022-09-14,NYY,BOS,Yankees at Red Sox
2022-09-16,KCR,BOS,Royals at Red Sox
2022-09-17,KCR,BOS,Royals at Red Sox
2022-09-18,KCR,BOS,Royals at Red Sox
2022-09-27,BAL,BOS,Orioles at Red Sox
2022-09-28,BAL,BOS,Orioles at Red Sox
2022-09-29,BAL,BOS,Orioles at Red Sox
2022-04-07,BOS,NYY,Red Sox at Yankees
2022-04-09,BOS,NYY,Red Sox at Yankees
2022-04-10,BOS,NYY,Red Sox at Yankees
2022-04-11,TOR,NYY,Blue Jays at Yankees
2022-04-12,TOR,NYY,Blue Jays at Yankees
2022-04-13,TOR,NYY,Blue Jays at Yankees
2022-04-14,TOR,NYY,Blue Jays at Yankees
2022-04-22,CLE,NYY,Guardians at Yankees
2022-04-23,CLE,NYY,Guardians at Yankees
2022-04-24,CLE,NYY,Guardians at Yankees
2022-04-26,BAL,NYY,Orioles at Yankees
2022-04-27,BAL,NYY,Orioles at Yankees
2022-04-28,BAL,NYY,Orioles at Yankees
2022-05-06,TEX,NYY,Rangers at Yankees
2022-05-07,TEX,NYY,Rangers at Yankees
2022-05-08,TEX,NYY,Rangers at Yankees
2022-05-10,TOR,NYY,Blue Jays at Yankees
2022-05-11,TOR,NYY,Blue Jays at Yankees
2022-05-20,CHW,NYY,White Sox at Yankees
2022-05-21,CHW,NYY,White Sox at Yankees
2022-05-22,CHW,NYY,White Sox at Yankees
2022-05-23,BAL,NYY,Orioles at Yankees
2022-05-24,BAL,NYY,Orioles at Yankees
2022-05-25,BAL,NYY,Orioles at Yankees
2022-05-31,LAA,NYY,Angels at Yankees
2022-06-01,LAA,NYY,Angels at Yankees
2022-06-02,LAA,NYY,Angels at Yankees
2022-06-03,DET,NYY,Tigers at Yankees
2022-06-04,DET,NYY,Tigers at Yankees
2022-06-05,DET,NYY,Tigers at Yankees
2022-06-10,CHC,NYY,Cubs at Yankees
2022-06-11,CHC,NYY,Cubs at Yankees
2022-06-12,CHC,NYY,Cubs at Yankees
2022-06-14,TBR,NYY,Rays at Yankees
2022-06-15,TBR,NYY,Rays at Yankees
2022-06-16,TBR,NYY,Rays at Yankees
2022-06-23,HOU,NYY,Astros at Yankees
2022-06-24,HOU,NYY,Astros at Yankees
2022-06-25,HOU,NYY,Astros at Yankees
2022-06-26,HOU,NYY,Astros at Yankees
2022-06-27,OAK,NYY,Athletics at Yankees
2022-06-28,OAK,NYY,Athletics at Yankees
2022-06-29,OAK,NYY,Athletics at Yankees
2022-07-12,CIN,NYY,Reds at Yankees
2022-07-13,CIN,NYY,Reds at Yankees
2022-07-14,CIN,NYY,Reds at Yankees
2022-07-15,BOS,NYY,Red Sox at Yankees
2022-07-16,BOS,NYY,Red Sox at Yankees
2022-07-17,BOS,NYY,Red Sox at Yankees
2022-07-28,KCR,NYY,Royals at Yankees
2022-07-29,KCR,NYY,Royals at Yankees
2022-07-30,KCR,NYY,Royals at Yankees
2022-07-31,KCR,NYY,Royals at Yankees
2022-08-01,SEA,NYY,Mariners at Yankees
2022-08-02,SEA,NYY,Mariners at Yankees
2022-08-03,SEA,NYY,Mariners at Yankees
2022-08-15,TBR,NYY,Rays at Yankees
2022-08-16,TBR,NYY,Rays at Yankees
2022-08-17,TBR,NYY,Rays at Yankees
2022-08-18,TOR,NYY,Blue Jays at Yankees
2022-08-19,TOR,NYY,Blue Jays at Yankees
2022-08-20,TOR,NYY,Blue Jays at Yankees
2022-08-21,TOR,NYY,Blue Jays at Yankees
2022-08-22,NYM,NYY,Mets at Yankees
2022-08-23,NYM,NYY,Mets at Yankees
2022-09-05,MIN,NYY,Twins at Yankees
2022-09-06,MIN,NYY,Twins at Yankees
2022-09-07,MIN,NYY,Twins at Yankees
2022-09-08,MIN,NYY,Twins at Yankees
2022-09-09,TBR,NYY,Rays at Yankees
2022-09-10,TBR,NYY,Rays at Yankees
2022-09-11,TBR,NYY,Rays at Yankees
2022-09-20,PIT,NYY,Pirates at Yankees
2022-09-21,PIT,NYY,Pirates at Yankees
2022-09-22,BOS,NYY,Red Sox at Yankees
2022-09-23,BOS,NYY,Red Sox at Yankees
2022-09-24,BOS,NYY,Red Sox at Yankees
2022-09-25,BOS,NYY,Red Sox at Yankees
2022-09-30,BAL,NYY,Orioles at Yankees
2022-10-01,BAL,NYY,Orioles at Yankees
2022-10-02,BAL,NYY,Orioles at Yankees
2022-03-31,KCR,CLE,Royals at Guardians
2022-04-02,KCR,CLE,Royals at Guardians
2022-04-03,KCR,CLE,Royals at Guardians
2022-04-04,MIN,CLE,Twins at Guardians
2022-04-05,MIN,CLE,Twins at Guardians
2022-04-06,MIN,CLE,Twins at Guardians
2022-04-15,SFG,CLE,Giants at Guardians
2022-04-16,SFG,CLE,Giants at Guardians
2022-04-17,SFG,CLE,Giants at Guardians
2022-04-18,CHW,CLE,White Sox at Guardians
2022-04-19,CHW,CLE,White Sox at Guardians
2022-04-20,CHW,CLE,White Sox at Guardians
2022-04-21,CHW,CLE,White Sox at Guardians
2022-05-03,SDP,CLE,Padres at Guardians
2022-05-04,SDP,CLE,Padres at Guardians
2022-05-05,TOR,CLE,Blue Jays at Guardians
2022-05-06,TOR,CLE,Blue Jays at Guardians
2022-05-07,TOR,CLE,Blue Jays at Guardians
2022-05-08,TOR,CLE,Blue Jays at Guardians
2022-05-17,CIN,CLE,Reds at Guardians
2022-05-18,CIN,CLE,Reds at Guardians
2022-05-20,DET,CLE,Tigers at Guardians
2022-05-21,DET,CLE,Tigers at Guardians
2022-05-22,DET,CLE,Tigers at Guardians
2022-05-30,KCR,CLE,Royals at Guardians
2022-05-31,KCR,CLE,Royals at Guardians
2022-06-01,KCR,CLE,Royals at Guardians
2022-06-06,TEX,CLE,Rangers at Guardians
2022-06-07,TEX,CLE,Rangers at Guardians
2022-06-08,TEX,CLE,Rangers at Guardians
2022-06-09,OAK,CLE,Athletics at Guardians
2022-06-10,OAK,CLE,Athletics at Guardians
2022-06-11,OAK,CLE,Athletics at Guardians
2022-06-12,OAK,CLE,Athletics at Guardians
2022-06-24,BOS,CLE,Red Sox at Guardians
2022-06-25,BOS,CLE,Red Sox at Guardians
2022-06-26,BOS,CLE,Red Sox at Guardians
2022-06-27,MIN,CLE,Twins at Guardians
2022-06-28,MIN,CLE,Twins at Guardians
2022-06-29,MIN,CLE,Twins at Guardians
2022-06-30,MIN,CLE,Twins at Guardians
2022-07-01,NYY,CLE,Yankees at Guardians
2022-07-02,NYY,CLE,Yankees at Guardians
2022-07-03,NYY,CLE,Yankees at Guardians
2022-07-11,CHW,CLE,White Sox at Guardians
2022-07-12,CHW,CLE,White Sox at Guardians
2022-07-13,CHW,CLE,White Sox at Guardians
2022-07-15,DET,CLE,Tigers at Guardians
2022-07-16,DET,CLE,Tigers at Guardians
2022-07-17,DET,CLE,Tigers at Guardians
2022-08-01,ARI,CLE,D-backs at Guardians
2022-08-02,ARI,CLE,D-backs at Guardians
2022-08-03,ARI,CLE,D-backs at Guardians
2022-08-04,HOU,CLE,Astros at Guardians
2022-08-05,HOU,CLE,Astros at Guardians
2022-08-06,HOU,CLE,Astros at Guardians
2022-08-07,HOU,CLE,Astros at Guardians
2022-08-15,DET,CLE,Tigers at Guardians
2022-08-16,DET,CLE,Tigers at Guardians
2022-08-17,DET,CLE,Tigers at Guardians
2022-08-19,CHW,CLE,White Sox at Guardians
2022-08-20,CHW,CLE,White Sox at Guardians
2022-08-21,CHW,CLE,White Sox at Guardians
2022-08-30,BAL,CLE,Orioles at Guardians
2022-08-31,BAL,CLE,Orioles at Guardians
2022-09-01,BAL,CLE,Orioles at Guardians
2022-09-02,SEA,CLE,Mariners at Guardians
2022-09-03,SEA,CLE,Mariners at Guardians
2022-09-04,SEA,CLE,Mariners at Guardians
2022-09-12,LAA,CLE,Angels at Guardians
2022-09-13,LAA,CLE,Angels at Guardians
2022-09-14,LAA,CLE,Angels at Guardians
2022-09-16,MIN,CLE,Twins at Guardians
2022-09-17,MIN,CLE,Twins at Guardians
2022-09-18,MIN,CLE,Twins at Guardians
2022-09-27,TBR,CLE,Rays at Guardians
2022-09-28,TBR,CLE,Rays at Guardians
2022-09-29,TBR,CLE,Rays at Guardians
2022-09-30,KCR,CLE,Royals at Guardians
2022-10-01,KCR,CLE,Royals at Guardians
2022-10-02,KCR,CLE,Royals at Guardians
2022-04-04,CHW,KCR,White Sox at Royals
2022-04-06,CHW,KCR,White Sox at Royals
2022-04-07,CHW,KCR,White Sox at Royals
2022-04-08,CLE,KCR,Guardians at Royals
2022-04-09,CLE,KCR,Guardians at Royals
2022-04-10,CLE,KCR,Guardians at Royals
2022-04-11,CLE,KCR,Guardians at Royals
2022-04-14,DET,KCR,Tigers at Royals
2022-04-15,DET,KCR,Tigers at Royals
2022-04-16,DET,KCR,Tigers at Royals
2022-04-17,DET,KCR,Tigers at Royals
2022-04-19,MIN,KCR,Twins at Royals
2022-04-20,MIN,KCR,Twins at Royals
2022-04-21,MIN,KCR,Twins at Royals
2022-04-29,NYY,KCR,Yankees at Royals
2022-04-30,NYY,KCR,Yankees at Royals
2022-05-01,NYY,KCR,Yankees at Royals
2022-05-03,STL,KCR,Cardinals at Royals
2022-05-04,STL,KCR,Cardinals at Royals
2022-05-16,CHW,KCR,White Sox at Royals
2022-05-17,CHW,KCR,White Sox at Royals
2022-05-18,CHW,KCR,White Sox at Royals
2022-05-19,CHW,KCR,White Sox at Royals
2022-05-20,MIN,KCR,Twins at Royals
2022-05-21,MIN,KCR,Twins at Royals
2022-05-22,MIN,KCR,Twins at Royals
2022-06-03,HOU,KCR,Astros at Royals
2022-06-04,HOU,KCR,Astros at Royals
2022-06-05,HOU,KCR,Astros at Royals
2022-06-06,TOR,KCR,Blue Jays at Royals
2022-06-07,TOR,KCR,Blue Jays at Royals
2022-06-08,TOR,KCR,Blue Jays at Royals
2022-06-09,BAL,KCR,Orioles at Royals
2022-06-10,BAL,KCR,Orioles at Royals
2022-06-11,BAL,KCR,Orioles at Royals
2022-06-12,BAL,KCR,Orioles at Royals
2022-06-24,OAK,KCR,Athletics at Royals
2022-06-25,OAK,KCR,Athletics at Royals
2022-06-26,OAK,KCR,Athletics at Royals
2022-06-27,TEX,KCR,Rangers at Royals
2022-06-28,TEX,KCR,Rangers at Royals
2022-06-29,TEX,KCR,Rangers at Royals
2022-07-08,CLE,KCR,Guardians at Royals
2022-07-09,CLE,KCR,Guardians at Royals
2022-07-10,CLE,KCR,Guardians at Royals
2022-07-11,DET,KCR,Tigers at Royals
2022-07-12,DET,KCR,Tigers at Royals
2022-07-13,DET,KCR,Tigers at Royals
2022-07-22,TBR,KCR,Rays at Royals
2022-07-23,TBR,KCR,Rays at Royals
2022-07-24,TBR,KCR,Rays at Royals
2022-07-25,LAA,KCR,Angels at Royals
2022-07-26,LAA,KCR,Angels at Royals
2022-07-27,LAA,KCR,Angels at Royals
2022-08-04,BOS,KCR,Red Sox at Royals
2022-08-05,BOS,KCR,Red Sox at Royals
2022-08-06,BOS,KCR,Red Sox at Royals
2022-08-07,BOS,KCR,Red Sox at Royals
2022-08-09,CHW,KCR,White Sox at Royals
2022-08-10,CHW,KCR,White Sox at Royals
2022-08-11,CHW,KCR,White Sox at Royals
2022-08-12,LAD,KCR,Dodgers at Royals
2022-08-13,LAD,KCR,Dodgers at Royals
2022-08-14,LAD,KCR,Dodgers at Royals
2022-08-23,ARI,KCR,D-backs at Royals
2022-08-24,ARI,KCR,D-backs at Royals
2022-08-26,SDP,KCR,Padres at Royals
2022-08-27,SDP,KCR,Padres at Royals
2022-08-28,SDP,KCR,Padres at Royals
2022-09-05,CLE,KCR,Guardians at Royals
2022-09-06,CLE,KCR,Guardians at Royals
