START DATE,away,home,SUBJECT
2023-09-16,HOU,KCR,Astros at Royals
2023-09-17,HOU,KCR,Astros at Royals
2023-09-18,CLE,KCR,Guardians at Royals
2023-09-19,CLE,KCR,Guardians at Royals
2023-09-20,CLE,KCR,Guardians at Royals
2023-09-29,NYY,KCR,Yankees at Royals
2023-09-30,NYY,KCR,Yankees at Royals
2023-10-01,NYY,KCR,Yankees at Royals
2023-04-06,BOS,DET,Red Sox at Tigers
2023-04-08,BOS,DET,Red Sox at Tigers
2023-04-09,BOS,DET,Red Sox at Tigers
2023-04-14,SFG,DET,Giants at Tigers
2023-04-15,SFG,DET,Giants at Tigers
2023-04-16,SFG,DET,Giants at Tigers
2023-04-17,CLE,DET,Guardians at Tigers
2023-04-18,CLE,DET,Guardians at Tigers
2023-04-19,CLE,DET,Guardians at Tigers
2023-04-27,BAL,DET,Orioles at Tigers
2023-04-28,BAL,DET,Orioles at Tigers
2023-04-29,BAL,DET,Orioles at Tigers
2023-04-30,BAL,DET,Orioles at Tigers
2023-05-02,NYM,DET,Mets at Tigers
2023-05-03,NYM,DET,Mets at Tigers
2023-05-04,NYM,DET,Mets at Tigers
2023-05-12,SEA,DET,Mariners at Tigers
2023-05-13,SEA,DET,Mariners at Tigers
2023-05-14,SEA,DET,Mariners at Tigers
2023-05-16,PIT,DET,Pirates at Tigers
2023-05-17,PIT,DET,Pirates at Tigers
2023-05-25,CHW,DET,White Sox at Tigers
2023-05-26,CHW,DET,White Sox at Tigers
2023-05-27,CHW,DET,White Sox at Tigers
2023-05-28,CHW,DET,White Sox at Tigers
2023-05-29,TEX,DET,Rangers at Tigers
2023-05-30,TEX,DET,Rangers at Tigers
2023-05-31,TEX,DET,Rangers at Tigers
2023-06-09,ARI,DET,D-backs at Tigers
2023-06-10,ARI,DET,D-backs at Tigers
2023-06-11,ARI,DET,D-backs at Tigers
2023-06-12,ATL,DET,Braves at Tigers
2023-06-13,ATL,DET,Braves at Tigers
2023-06-14,ATL,DET,Braves at Tigers
2023-06-19,KCR,DET,Royals at Tigers
2023-06-20,KCR,DET,Royals at Tigers
2023-06-21,KCR,DET,Royals at Tigers
2023-06-23,MIN,DET,Twins at Tigers
2023-06-24,MIN,DET,Twins at Tigers
2023-06-25,MIN,DET,Twins at Tigers
2023-07-04,OAK,DET,Athletics at Tigers
2023-07-05,OAK,DET,Athletics at Tigers
2023-07-06,OAK,DET,Athletics at Tigers
2023-07-07,TOR,DET,Blue Jays at Tigers
2023-07-08,TOR,DET,Blue Jays at Tigers
2023-07-09,TOR,DET,Blue Jays at Tigers
2023-07-21,SDP,DET,Padres at Tigers
2023-07-22,SDP,DET,Padres at Tigers
2023-07-23,SDP,DET,Padres at Tigers
2023-07-25,LAA,DET,Angels at Tigers
2023-07-26,LAA,DET,Angels at Tigers
2023-07-27,LAA,DET,Angels at Tigers
2023-08-04,TBR,DET,Rays at Tigers
2023-08-05,TBR,DET,Rays at Tigers
2023-08-06,TBR,DET,Rays at Tigers
2023-08-07,MIN,DET,Twins at Tigers
2023-08-08,MIN,DET,Twins at Tigers
2023-08-09,MIN,DET,Twins at Tigers
2023-08-10,MIN,DET,Twins at Tigers
2023-08-21,CHC,DET,Cubs at Tigers
2023-08-22,CHC,DET,Cubs at Tigers
2023-08-23,CHC,DET,Cubs at Tigers
2023-08-25,HOU,DET,Astros at Tigers
2023-08-26,HOU,DET,Astros at Tigers
2023-08-27,HOU,DET,Astros at Tigers
2023-08-28,NYY,DET,Yankees at Tigers
2023-08-29,NYY,DET,Yankees at Tigers
2023-08-30,NYY,DET,Yankees at Tigers
2023-08-31,NYY,DET,Yankees at Tigers
2023-09-08,CHW,DET,White Sox at Tigers
2023-09-09,CHW,DET,White Sox at Tigers
2023-09-10,CHW,DET,White Sox at Tigers
2023-09-12,CIN,DET,Reds at Tigers
2023-09-13,CIN,DET,Reds at Tigers
2023-09-14,CIN,DET,Reds at Tigers
2023-09-26,KCR,DET,Royals at Tigers
2023-09-27,KCR,DET,Royals at Tigers
2023-09-28,KCR,DET,Royals at Tigers
2023-09-29,CLE,DET,Guardians at Tigers
2023-09-30,CLE,DET,Guardians at Tigers
2023-10-01,CLE,DET,Guardians at Tigers
2023-04-06,HOU,MIN,Astros at Twins
2023-04-08,HOU,MIN,Astros at Twins
2023-04-09,HOU,MIN,Astros at Twins
2023-04-10,CHW,MIN,White Sox at Twins
2023-04-11,CHW,MIN,White Sox at Twins
2023-04-12,CHW,MIN,White Sox at Twins
2023-04-21,WSN,MIN,Nationals at Twins
2023-04-22,WSN,MIN,Nationals at Twins
2023-04-23,WSN,MIN,Nationals at Twins
2023-04-24,NYY,MIN,Yankees at Twins
2023-04-25,NYY,MIN,Yankees at Twins
2023-04-26,NYY,MIN,Yankees at Twins
2023-04-27,KCR,MIN,Royals at Twins
2023-04-28,KCR,MIN,Royals at Twins
2023-04-29,KCR,MIN,Royals at Twins
2023-04-30,KCR,MIN,Royals at Twins
2023-05-09,SDP,MIN,Padres at Twins
2023-05-10,SDP,MIN,Padres at Twins
2023-05-11,SDP,MIN,Padres at Twins
2023-05-12,CHC,MIN,Cubs at Twins
2023-05-13,CHC,MIN,Cubs at Twins
2023-05-14,CHC,MIN,Cubs at Twins
2023-05-22,SFG,MIN,Giants at Twins
2023-05-23,SFG,MIN,Giants at Twins
2023-05-24,SFG,MIN,Giants at Twins
2023-05-26,TOR,MIN,Blue Jays at Twins
2023-05-27,TOR,MIN,Blue Jays at Twins
2023-05-28,TOR,MIN,Blue Jays at Twins
2023-06-01,CLE,MIN,Guardians at Twins
2023-06-02,CLE,MIN,Guardians at Twins
2023-06-03,CLE,MIN,Guardians at Twins
2023-06-04,CLE,MIN,Guardians at Twins
2023-06-13,MIL,MIN,Brewers at Twins
2023-06-14,MIL,MIN,Brewers at Twins
2023-06-15,DET,MIN,Tigers at Twins
2023-06-16,DET,MIN,Tigers at Twins
2023-06-17,DET,MIN,Tigers at Twins
2023-06-18,DET,MIN,Tigers at Twins
2023-06-19,BOS,MIN,Red Sox at Twins
2023-06-20,BOS,MIN,Red Sox at Twins
2023-06-21,BOS,MIN,Red Sox at Twins
2023-06-22,BOS,MIN,Red Sox at Twins
2023-07-03,KCR,MIN,Royals at Twins
2023-07-04,KCR,MIN,Royals at Twins
2023-07-05,KCR,MIN,Royals at Twins
2023-07-07,BAL,MIN,Orioles at Twins
2023-07-08,BAL,MIN,Orioles at Twins
2023-07-09,BAL,MIN,Orioles at Twins
2023-07-21,CHW,MIN,White Sox at Twins
2023-07-22,CHW,MIN,White Sox at Twins
2023-07-23,CHW,MIN,White Sox at Twins
2023-07-24,SEA,MIN,Mariners at Twins
2023-07-25,SEA,MIN,Mariners at Twins
2023-07-26,SEA,MIN,Mariners at Twins
2023-08-04,ARI,MIN,D-backs at Twins
2023-08-05,ARI,MIN,D-backs at Twins
2023-08-06,ARI,MIN,D-backs at Twins
2023-08-15,DET,MIN,Tigers at Twins
2023-08-16,DET,MIN,Tigers at Twins
2023-08-18,PIT,MIN,Pirates at Twins
2023-08-19,PIT,MIN,Pirates at Twins
2023-08-20,PIT,MIN,Pirates at Twins
2023-08-24,TEX,MIN,Rangers at Twins
2023-08-25,TEX,MIN,Rangers at Twins
2023-08-26,TEX,MIN,Rangers at Twins
2023-08-27,TEX,MIN,Rangers at Twins
2023-08-28,CLE,MIN,Guardians at Twins
2023-08-29,CLE,MIN,Guardians at Twins
2023-08-30,CLE,MIN,Guardians at Twins
2023-09-08,NYM,MIN,Mets at Twins
2023-09-09,NYM,MIN,Mets at Twins
2023-09-10,NYM,MIN,Mets at Twins
2023-09-11,TBR,MIN,Rays at Twins
2023-09-12,TBR,MIN,Rays at Twins
2023-09-13,TBR,MIN,Rays at Twins
2023-09-22,LAA,MIN,Angels at Twins
2023-09-23,LAA,MIN,Angels at Twins
2023-09-24,LAA,MIN,Angels at Twins
2023-09-26,OAK,MIN,Athletics at Twins
2023-09-27,OAK,MIN,Athletics at Twins
2023-09-28,OAK,MIN,Athletics at Twins
2023-04-03,SFG,CHW,Giants at White Sox
2023-04-05,SFG,CHW,Giants at White Sox
2023-04-06,SFG,CHW,Giants at White Sox
2023-04-14,BAL,CHW,Orioles at White Sox
2023-04-15,BAL,CHW,Orioles at White Sox
2023-04-16,BAL,CHW,Orioles at White Sox
2023-04-17,PHI,CHW,Phillies at White Sox
2023-04-18,PHI,CHW,Phillies at White Sox
2023-04-19,PHI,CHW,Phillies at White Sox
2023-04-27,TBR,CHW,Rays at White Sox
2023-04-28,TBR,CHW,Rays at White Sox
2023-04-29,TBR,CHW,Rays at White Sox
2023-04-30,TBR,CHW,Rays at White Sox
2023-05-02,MIN,CHW,Twins at White Sox
2023-05-03,MIN,CHW,Twins at White Sox
2023-05-04,MIN,CHW,Twins at White Sox
2023-05-12,HOU,CHW,Astros at White Sox
2023-05-13,HOU,CHW,Astros at White Sox
2023-05-14,HOU,CHW,Astros at White Sox
2023-05-16,CLE,CHW,Guardians at White Sox
2023-05-17,CLE,CHW,Guardians at White Sox
2023-05-18,CLE,CHW,Guardians at White Sox
2023-05-19,KCR,CHW,Royals at White Sox
2023-05-20,KCR,CHW,Royals at White Sox
2023-05-21,KCR,CHW,Royals at White Sox
2023-05-29,LAA,CHW,Angels at White Sox
2023-05-30,LAA,CHW,Angels at White Sox
2023-05-31,LAA,CHW,Angels at White Sox
2023-06-02,DET,CHW,Tigers at White Sox
2023-06-03,DET,CHW,Tigers at White Sox
2023-06-04,DET,CHW,Tigers at White Sox
2023-06-09,MIA,CHW,Marlins at White Sox
2023-06-10,MIA,CHW,Marlins at White Sox
2023-06-11,MIA,CHW,Marlins at White Sox
2023-06-19,TEX,CHW,Rangers at White Sox
2023-06-20,TEX,CHW,Rangers at White Sox
2023-06-21,TEX,CHW,Rangers at White Sox
2023-06-23,BOS,CHW,Red Sox at White Sox
2023-06-24,BOS,CHW,Red Sox at White Sox
2023-06-25,BOS,CHW,Red Sox at White Sox
2023-07-04,TOR,CHW,Blue Jays at White Sox
2023-07-05,TOR,CHW,Blue Jays at White Sox
2023-07-06,TOR,CHW,Blue Jays at White Sox
2023-07-07,STL,CHW,Cardinals at White Sox
2023-07-08,STL,CHW,Cardinals at White Sox
2023-07-09,STL,CHW,Cardinals at White Sox
2023-07-25,CHC,CHW,Cubs at White Sox
2023-07-26,CHC,CHW,Cubs at White Sox
2023-07-27,CLE,CHW,Guardians at White Sox
2023-07-28,CLE,CHW,Guardians at White Sox
2023-07-29,CLE,CHW,Guardians at White Sox
2023-07-30,CLE,CHW,Guardians at White Sox
2023-08-07,NYY,CHW,Yankees at White Sox
2023-08-08,NYY,CHW,Yankees at White Sox
2023-08-09,NYY,CHW,Yankees at White Sox
2023-08-11,MIL,CHW,Brewers at White Sox
2023-08-12,MIL,CHW,Brewers at White Sox
2023-08-13,MIL,CHW,Brewers at White Sox
2023-08-21,SEA,CHW,Mariners at White Sox
2023-08-22,SEA,CHW,Mariners at White Sox
2023-08-23,SEA,CHW,Mariners at White Sox
2023-08-24,OAK,CHW,Athletics at White Sox
2023-08-25,OAK,CHW,Athletics at White Sox
2023-08-26,OAK,CHW,Athletics at White Sox
2023-08-27,OAK,CHW,Athletics at White Sox
2023-09-01,DET,CHW,Tigers at White Sox
2023-09-02,DET,CHW,Tigers at White Sox
2023-09-03,DET,CHW,Tigers at White Sox
2023-09-11,KCR,CHW,Royals at White Sox
2023-09-12,KCR,CHW,Royals at White Sox
2023-09-13,KCR,CHW,Royals at White Sox
2023-09-14,MIN,CHW,Twins at White Sox
2023-09-15,MIN,CHW,Twins at White Sox
2023-09-16,MIN,CHW,Twins at White Sox
2023-09-17,MIN,CHW,Twins at White Sox
2023-09-25,ARI,CHW,D-backs at White Sox
2023-09-26,ARI,CHW,D-backs at White Sox
2023-09-27,ARI,CHW,D-backs at White Sox
2023-09-29,SDP,CHW,Padres at White Sox
2023-09-30,SDP,CHW,Padres at White Sox
2023-10-01,SDP,CHW,Padres at White Sox
2023-04-07,TOR,LAA,Blue Jays at Angels
2023-04-08,TOR,LAA,Blue Jays at Angels
2023-04-09,TOR,LAA,Blue Jays at Angels
2023-04-10,WSN,LAA,Nationals at Angels
2023-04-11,WSN,LAA,Nationals at Angels
2023-04-12,WSN,LAA,Nationals at Angels
2023-04-21,KCR,LAA,Royals at Angels
2023-04-22,KCR,LAA,Royals at Angels
2023-04-23,KCR,LAA,Royals at Angels
2023-04-24,OAK,LAA,Athletics at Angels
2023-04-25,OAK,LAA,Athletics at Angels
2023-04-26,OAK,LAA,Athletics at Angels
2023-04-27,OAK,LAA,Athletics at Angels
2023-05-05,TEX,LAA,Rangers at Angels
2023-05-06,TEX,LAA,Rangers at Angels
2023-05-07,TEX,LAA,Rangers at Angels
2023-05-08,HOU,LAA,Astros at Angels
2023-05-09,HOU,LAA,Astros at Angels
2023-05-10,HOU,LAA,Astros at Angels
2023-05-19,MIN,LAA,Twins at Angels
2023-05-20,MIN,LAA,Twins at Angels
2023-05-21,MIN,LAA,Twins at Angels
2023-05-22,BOS,LAA,Red Sox at Angels
2023-05-23,BOS,LAA,Red Sox at Angels
2023-05-24,BOS,LAA,Red Sox at Angels
2023-05-26,MIA,LAA,Marlins at Angels
2023-05-27,MIA,LAA,Marlins at Angels
2023-05-28,MIA,LAA,Marlins at Angels
2023-06-06,CHC,LAA,Cubs at Angels
2023-06-07,CHC,LAA,Cubs at Angels
2023-06-08,CHC,LAA,Cubs at Angels
2023-06-09,SEA,LAA,Mariners at Angels
2023-06-10,SEA,LAA,Mariners at Angels
2023-06-11,SEA,LAA,Mariners at Angels
2023-06-20,LAD,LAA,Dodgers at Angels
2023-06-21,LAD,LAA,Dodgers at Angels
2023-06-26,CHW,LAA,White Sox at Angels
2023-06-27,CHW,LAA,White Sox at Angels
2023-06-28,CHW,LAA,White Sox at Angels
2023-06-29,CHW,LAA,White Sox at Angels
2023-06-30,ARI,LAA,D-backs at Angels
2023-07-01,ARI,LAA,D-backs at Angels
2023-07-02,ARI,LAA,D-backs at Angels
2023-07-14,HOU,LAA,Astros at Angels
2023-07-15,HOU,LAA,Astros at Angels
2023-07-16,HOU,LAA,Astros at Angels
2023-07-17,NYY,LAA,Yankees at Angels
2023-07-18,NYY,LAA,Yankees at Angels
2023-07-19,NYY,LAA,Yankees at Angels
2023-07-21,PIT,LAA,Pirates at Angels
2023-07-22,PIT,LAA,Pirates at Angels
2023-07-23,PIT,LAA,Pirates at Angels
2023-08-03,SEA,LAA,Mariners at Angels
2023-08-04,SEA,LAA,Mariners at Angels
2023-08-05,SEA,LAA,Mariners at Angels
2023-08-06,SEA,LAA,Mariners at Angels
2023-08-07,SFG,LAA,Giants at Angels
2023-08-08,SFG,LAA,Giants at Angels
2023-08-09,SFG,LAA,Giants at Angels
2023-08-18,TBR,LAA,Rays at Angels
2023-08-19,TBR,LAA,Rays at Angels
2023-08-20,TBR,LAA,Rays at Angels
2023-08-21,CIN,LAA,Reds at Angels
2023-08-22,CIN,LAA,Reds at Angels
2023-08-23,CIN,LAA,Reds at Angels
2023-09-04,BAL,LAA,Orioles at Angels
2023-09-05,BAL,LAA,Orioles at Angels
2023-09-06,BAL,LAA,Orioles at Angels
2023-09-07,CLE,LAA,Guardians at Angels
2023-09-08,CLE,LAA,Guardians at Angels
2023-09-09,CLE,LAA,Guardians at Angels
2023-09-10,CLE,LAA,Guardians at Angels
2023-09-15,DET,LAA,Tigers at Angels
2023-09-16,DET,LAA,Tigers at Angels
2023-09-17,DET,LAA,Tigers at Angels
2023-09-25,TEX,LAA,Rangers at Angels
2023-09-26,TEX,LAA,Rangers at Angels
2023-09-27,TEX,LAA,Rangers at Angels
2023-09-29,OAK,LAA,Athletics at Angels
2023-09-30,OAK,LAA,Athletics at Angels
2023-10-01,OAK,LAA,Athletics at Angels
2023-03-30,CHW,HOU,White Sox at Astros
2023-03-31,CHW,HOU,White Sox at Astros
2023-04-01,CHW,HOU,White Sox at Astros
2023-04-02,CHW,HOU,White Sox at Astros
2023-04-03,DET,HOU,Tigers at Astros
2023-04-04,DET,HOU,Tigers at Astros
2023-04-05,DET,HOU,Tigers at Astros
2023-04-14,TEX,HOU,Rangers at Astros
2023-04-15,TEX,HOU,Rangers at Astros
2023-04-16,TEX,HOU,Rangers at Astros
2023-04-17,TOR,HOU,Blue Jays at Astros
2023-04-18,TOR,HOU,Blue Jays at Astros
2023-04-19,TOR,HOU,Blue Jays at Astros
2023-04-28,PHI,HOU,Phillies at Astros
2023-04-29,PHI,HOU,Phillies at Astros
2023-04-30,PHI,HOU,Phillies at Astros
2023-05-01,SFG,HOU,Giants at Astros
2023-05-02,SFG,HOU,Giants at Astros
2023-05-03,SFG,HOU,Giants at Astros
2023-05-15,CHC,HOU,Cubs at Astros
2023-05-16,CHC,HOU,Cubs at Astros
2023-05-17,CHC,HOU,Cubs at Astros
2023-05-19,OAK,HOU,Athletics at Astros
2023-05-20,OAK,HOU,Athletics at Astros
2023-05-21,OAK,HOU,Athletics at Astros
2023-05-29,MIN,HOU,Twins at Astros
2023-05-30,MIN,HOU,Twins at Astros
2023-05-31,MIN,HOU,Twins at Astros
2023-06-01,LAA,HOU,Angels at Astros
2023-06-02,LAA,HOU,Angels at Astros
2023-06-03,LAA,HOU,Angels at Astros
2023-06-04,LAA,HOU,Angels at Astros
2023-06-13,WSN,HOU,Nationals at Astros
2023-06-14,WSN,HOU,Nationals at Astros
2023-06-15,WSN,HOU,Nationals at Astros
2023-06-16,CIN,HOU,Reds at Astros
2023-06-17,CIN,HOU,Reds at Astros
2023-06-18,CIN,HOU,Reds at Astros
2023-06-19,NYM,HOU,Mets at Astros
2023-06-20,NYM,HOU,Mets at Astros
2023-06-21,NYM,HOU,Mets at Astros
2023-07-04,COL,HOU,Rockies at Astros
2023-07-05,COL,HOU,Rockies at Astros
2023-07-06,SEA,HOU,Mariners at Astros
2023-07-07,SEA,HOU,Mariners at Astros
2023-07-08,SEA,HOU,Mariners at Astros
2023-07-09,SEA,HOU,Mariners at Astros
2023-07-24,TEX,HOU,Rangers at Astros
2023-07-25,TEX,HOU,Rangers at Astros
2023-07-26,TEX,HOU,Rangers at Astros
2023-07-28,TBR,HOU,Rays at Astros
2023-07-29,TBR,HOU,Rays at Astros
2023-07-30,TBR,HOU,Rays at Astros
2023-07-31,CLE,HOU,Guardians at Astros
2023-08-01,CLE,HOU,Guardians at Astros
2023-08-02,CLE,HOU,Guardians at Astros
2023-08-11,LAA,HOU,Angels at Astros
2023-08-12,LAA,HOU,Angels at Astros
2023-08-13,LAA,HOU,Angels at Astros
2023-08-18,SEA,HOU,Mariners at Astros
2023-08-19,SEA,HOU,Mariners at Astros
2023-08-20,SEA,HOU,Mariners at Astros
2023-08-21,BOS,HOU,Red Sox at Astros
2023-08-22,BOS,HOU,Red Sox at Astros
2023-08-23,BOS,HOU,Red Sox at Astros
2023-08-24,BOS,HOU,Red Sox at Astros
2023-09-01,NYY,HOU,Yankees at Astros
2023-09-02,NYY,HOU,Yankees at Astros
2023-09-03,NYY,HOU,Yankees at Astros
2023-09-08,SDP,HOU,Padres at Astros
2023-09-09,SDP,HOU,Padres at Astros
2023-09-10,SDP,HOU,Padres at Astros
2023-09-11,OAK,HOU,Athletics at Astros
2023-09-12,OAK,HOU,Athletics at Astros
2023-09-13,OAK,HOU,Athletics at Astros
2023-09-18,BAL,HOU,Orioles at Astros
2023-09-19,BAL,HOU,Orioles at Astros
2023-09-20,BAL,HOU,Orioles at Astros
2023-09-22,KCR,HOU,Royals at Astros
2023-09-23,KCR,HOU,Royals at Astros
2023-09-24,KCR,HOU,Royals at Astros
2023-03-30,LAA,OAK,Angels at Athletics
2023-04-01,LAA,OAK,Angels at Athletics
2023-04-02,LAA,OAK,Angels at Athletics
2023-04-03,CLE,OAK,Guardians at Athletics
2023-04-04,CLE,OAK,Guardians at Athletics
2023-04-05,CLE,OAK,Guardians at Athletics
2023-04-14,NYM,OAK,Mets at Athletics
2023-04-15,NYM,OAK,Mets at Athletics
2023-04-16,NYM,OAK,Mets at Athletics
2023-04-17,CHC,OAK,Cubs at Athletics
2023-04-18,CHC,OAK,Cubs at Athletics
2023-04-19,CHC,OAK,Cubs at Athletics
2023-04-28,CIN,OAK,Reds at Athletics
2023-04-29,CIN,OAK,Reds at Athletics
2023-04-30,CIN,OAK,Reds at Athletics
2023-05-02,SEA,OAK,Mariners at Athletics
2023-05-03,SEA,OAK,Mariners at Athletics
2023-05-04,SEA,OAK,Mariners at Athletics
2023-05-11,TEX,OAK,Rangers at Athletics
2023-05-12,TEX,OAK,Rangers at Athletics
2023-05-13,TEX,OAK,Rangers at Athletics
2023-05-14,TEX,OAK,Rangers at Athletics
2023-05-15,ARI,OAK,D-backs at Athletics
2023-05-16,ARI,OAK,D-backs at Athletics
2023-05-17,ARI,OAK,D-backs at Athletics
2023-05-26,HOU,OAK,Astros at Athletics
2023-05-27,HOU,OAK,Astros at Athletics
2023-05-28,HOU,OAK,Astros at Athletics
2023-05-29,ATL,OAK,Braves at Athletics
2023-05-30,ATL,OAK,Braves at Athletics
2023-05-31,ATL,OAK,Braves at Athletics
2023-06-12,TBR,OAK,Rays at Athletics
2023-06-13,TBR,OAK,Rays at Athletics
2023-06-14,TBR,OAK,Rays at Athletics
2023-06-15,TBR,OAK,Rays at Athletics
2023-06-16,PHI,OAK,Phillies at Athletics
2023-06-17,PHI,OAK,Phillies at Athletics
2023-06-18,PHI,OAK,Phillies at Athletics
2023-06-27,NYY,OAK,Yankees at Athletics
2023-06-28,NYY,OAK,Yankees at Athletics
2023-06-29,NYY,OAK,Yankees at Athletics
2023-06-30,CHW,OAK,White Sox at Athletics
2023-07-01,CHW,OAK,White Sox at Athletics
2023-07-02,CHW,OAK,White Sox at Athletics
2023-07-14,MIN,OAK,Twins at Athletics
2023-07-15,MIN,OAK,Twins at Athletics
2023-07-16,MIN,OAK,Twins at Athletics
2023-07-17,BOS,OAK,Red Sox at Athletics
2023-07-18,BOS,OAK,Red Sox at Athletics
2023-07-19,BOS,OAK,Red Sox at Athletics
2023-07-20,HOU,OAK,Astros at Athletics
2023-07-21,HOU,OAK,Astros at Athletics
2023-07-22,HOU,OAK,Astros at Athletics
2023-07-23,HOU,OAK,Astros at Athletics
2023-08-05,SFG,OAK,Giants at Athletics
2023-08-06,SFG,OAK,Giants at Athletics
2023-08-07,TEX,OAK,Rangers at Athletics
2023-08-08,TEX,OAK,Rangers at Athletics
2023-08-09,TEX,OAK,Rangers at Athletics
2023-08-18,BAL,OAK,Orioles at Athletics
2023-08-19,BAL,OAK,Orioles at Athletics
2023-08-20,BAL,OAK,Orioles at Athletics
2023-08-21,KCR,OAK,Royals at Athletics
2023-08-22,KCR,OAK,Royals at Athletics
2023-08-23,KCR,OAK,Royals at Athletics
2023-09-01,LAA,OAK,Angels at Athletics
2023-09-02,LAA,OAK,Angels at Athletics
2023-09-03,LAA,OAK,Angels at Athletics
2023-09-04,TOR,OAK,Blue Jays at Athletics
2023-09-05,TOR,OAK,Blue Jays at Athletics
2023-09-06,TOR,OAK,Blue Jays at Athletics
2023-09-15,SDP,OAK,Padres at Athletics
2023-09-16,SDP,OAK,Padres at Athletics
2023-09-17,SDP,OAK,Padres at Athletics
2023-09-18,SEA,OAK,Mariners at Athletics
2023-09-19,SEA,OAK,Mariners at Athletics
2023-09-20,SEA,OAK,Mariners at Athletics
2023-09-21,DET,OAK,Tigers at Athletics
2023-09-22,DET,OAK,Tigers at Athletics
2023-09-23,DET,OAK,Tigers at Athletics
2023-09-24,DET,OAK,Tigers at Athletics
2023-03-30,CLE,SEA,Guardians at Mariners
2023-03-31,CLE,SEA,Guardians at Mariners
2023-04-01,CLE,SEA,Guardians at Mariners
2023-04-02,CLE,SEA,Guardians at Mariners
2023-04-03,LAA,SEA,Angels at Mariners
2023-04-04,LAA,SEA,Angels at Mariners
2023-04-05,LAA,SEA,Angels at Mariners
2023-04-14,COL,SEA,Rockies at Mariners
2023-04-15,COL,SEA,Rockies at Mariners
2023-04-16,COL,SEA,Rockies at Mariners
2023-04-17,MIL,SEA,Brewers at Mariners
2023-04-18,MIL,SEA,Brewers at Mariners
2023-04-19,MIL,SEA,Brewers at Mariners
2023-04-21,STL,SEA,Cardinals at Mariners
2023-04-22,STL,SEA,Cardinals at Mariners
2023-04-23,STL,SEA,Cardinals at Mariners
2023-05-05,HOU,SEA,Astros at Mariners
2023-05-06,HOU,SEA,Astros at Mariners
2023-05-07,HOU,SEA,Astros at Mariners
2023-05-08,TEX,SEA,Rangers at Mariners
2023-05-09,TEX,SEA,Rangers at Mariners
2023-05-10,TEX,SEA,Rangers at Mariners
2023-05-22,OAK,SEA,Athletics at Mariners
2023-05-23,OAK,SEA,Athletics at Mariners
2023-05-24,OAK,SEA,Athletics at Mariners
2023-05-25,OAK,SEA,Athletics at Mariners
2023-05-26,PIT,SEA,Pirates at Mariners
2023-05-27,PIT,SEA,Pirates at Mariners
2023-05-28,PIT,SEA,Pirates at Mariners
2023-05-29,NYY,SEA,Yankees at Mariners
2023-05-30,NYY,SEA,Yankees at Mariners
2023-05-31,NYY,SEA,Yankees at Mariners
2023-06-12,MIA,SEA,Marlins at Mariners
2023-06-13,MIA,SEA,Marlins at Mariners
2023-06-14,MIA,SEA,Marlins at Mariners
2023-06-16,CHW,SEA,White Sox at Mariners
2023-06-17,CHW,SEA,White Sox at Mariners
2023-06-18,CHW,SEA,White Sox at Mariners
2023-06-26,WSN,SEA,Nationals at Mariners
2023-06-27,WSN,SEA,Nationals at Mariners
2023-06-28,WSN,SEA,Nationals at Mariners
2023-06-30,TBR,SEA,Rays at Mariners
2023-07-01,TBR,SEA,Rays at Mariners
2023-07-02,TBR,SEA,Rays at Mariners
2023-07-14,DET,SEA,Tigers at Mariners
2023-07-15,DET,SEA,Tigers at Mariners
2023-07-16,DET,SEA,Tigers at Mariners
2023-07-17,MIN,SEA,Twins at Mariners
2023-07-18,MIN,SEA,Twins at Mariners
2023-07-19,MIN,SEA,Twins at Mariners
2023-07-20,MIN,SEA,Twins at Mariners
2023-07-21,TOR,SEA,Blue Jays at Mariners
2023-07-22,TOR,SEA,Blue Jays at Mariners
2023-07-23,TOR,SEA,Blue Jays at Mariners
2023-07-31,BOS,SEA,Red Sox at Mariners
2023-08-01,BOS,SEA,Red Sox at Mariners
2023-08-02,BOS,SEA,Red Sox at Mariners
2023-08-08,SDP,SEA,Padres at Mariners
2023-08-09,SDP,SEA,Padres at Mariners
2023-08-11,BAL,SEA,Orioles at Mariners
2023-08-12,BAL,SEA,Orioles at Mariners
2023-08-13,BAL,SEA,Orioles at Mariners
2023-08-25,KCR,SEA,Royals at Mariners
2023-08-26,KCR,SEA,Royals at Mariners
2023-08-27,KCR,SEA,Royals at Mariners
2023-08-28,OAK,SEA,Athletics at Mariners
2023-08-29,OAK,SEA,Athletics at Mariners
2023-08-30,OAK,SEA,Athletics at Mariners
2023-09-11,LAA,SEA,Angels at Mariners
2023-09-12,LAA,SEA,Angels at Mariners
2023-09-13,LAA,SEA,Angels at Mariners
2023-09-15,LAD,SEA,Dodgers at Mariners
2023-09-16,LAD,SEA,Dodgers at Mariners
2023-09-17,LAD,SEA,Dodgers at Mariners
2023-09-25,HOU,SEA,Astros at Mariners
2023-09-26,HOU,SEA,Astros at Mariners
2023-09-27,HOU,SEA,Astros at Mariners
2023-09-28,TEX,SEA,Rangers at Mariners
2023-09-29,TEX,SEA,Rangers at Mariners
2023-09-30,TEX,SEA,Rangers at Mariners
2023-10-01,TEX,SEA,Rangers at Mariners
2023-03-30,PHI,TEX,Phillies at Rangers
2023-04-01,PHI,TEX,Phillies at Rangers
2023-04-02,PHI,TEX,Phillies at Rangers
2023-04-03,BAL,TEX,Orioles at Rangers
